,location,date,total_cases,total_deaths,total_tests,population,median_age
4357,Denmark,2020-04-07,4681,187,51544.0,5792203.0,42.3
4358,Denmark,2020-04-08,5071,203,57535.0,5792203.0,42.3
4359,Denmark,2020-04-09,5402,218,62210.0,5792203.0,42.3
4360,Denmark,2020-04-10,5635,237,64731.0,5792203.0,42.3
4361,Denmark,2020-04-11,5819,247,67771.0,5792203.0,42.3
4362,Denmark,2020-04-12,5996,260,70125.0,5792203.0,42.3
4363,Denmark,2020-04-13,6174,273,72099.0,5792203.0,42.3
4364,Denmark,2020-04-14,6318,285,73919.0,5792203.0,42.3
4365,Denmark,2020-04-15,6511,299,77712.0,5792203.0,42.3
4366,Denmark,2020-04-16,6681,309,82380.0,5792203.0,42.3
4367,Denmark,2020-04-17,6879,321,87024.0,5792203.0,42.3
4368,Denmark,2020-04-18,7073,336,91437.0,5792203.0,42.3
4369,Denmark,2020-04-19,7242,346,94277.0,5792203.0,42.3
4370,Denmark,2020-04-20,7384,355,96244.0,5792203.0,42.3
4371,Denmark,2020-04-21,7515,364,100543.0,5792203.0,42.3
4372,Denmark,2020-04-22,7695,370,108465.0,5792203.0,42.3
4373,Denmark,2020-04-23,7912,384,116621.0,5792203.0,42.3
4374,Denmark,2020-04-24,8073,394,125329.0,5792203.0,42.3
4375,Denmark,2020-04-25,8210,403,136738.0,5792203.0,42.3
4376,Denmark,2020-04-26,8445,418,146915.0,5792203.0,42.3
4377,Denmark,2020-04-27,8575,422,155810.0,5792203.0,42.3
4378,Denmark,2020-04-28,8698,427,166846.0,5792203.0,42.3
4379,Denmark,2020-04-29,8851,434,180062.0,5792203.0,42.3
4380,Denmark,2020-04-30,9008,443,193165.0,5792203.0,42.3
4381,Denmark,2020-05-01,9158,452,206576.0,5792203.0,42.3
4382,Denmark,2020-05-02,9311,460,221912.0,5792203.0,42.3
4383,Denmark,2020-05-03,9407,475,233799.0,5792203.0,42.3
4384,Denmark,2020-05-04,9523,484,244791.0,5792203.0,42.3
4385,Denmark,2020-05-05,9670,493,257738.0,5792203.0,42.3
4386,Denmark,2020-05-06,9821,503,270680.0,5792203.0,42.3
4387,Denmark,2020-05-07,9983,506,284480.0,5792203.0,42.3
4388,Denmark,2020-05-08,10083,514,298488.0,5792203.0,42.3
4389,Denmark,2020-05-09,10218,522,308984.0,5792203.0,42.3
4390,Denmark,2020-05-10,10319,526,317834.0,5792203.0,42.3
4391,Denmark,2020-05-11,10429,529,326560.0,5792203.0,42.3
4392,Denmark,2020-05-12,10513,533,334260.0,5792203.0,42.3
4393,Denmark,2020-05-13,10591,527,345712.0,5792203.0,42.3
4394,Denmark,2020-05-14,10667,533,,5792203.0,42.3
4395,Denmark,2020-05-15,10713,537,,5792203.0,42.3
4396,Dominican Republic,2019-12-31,0,0,,10847904.0,27.6
4397,Dominican Republic,2020-01-01,0,0,,10847904.0,27.6
4398,Dominican Republic,2020-01-02,0,0,,10847904.0,27.6
4399,Dominican Republic,2020-01-03,0,0,,10847904.0,27.6
4400,Dominican Republic,2020-01-04,0,0,,10847904.0,27.6
4401,Dominican Republic,2020-01-05,0,0,,10847904.0,27.6
4402,Dominican Republic,2020-01-06,0,0,,10847904.0,27.6
4403,Dominican Republic,2020-01-07,0,0,,10847904.0,27.6
4404,Dominican Republic,2020-01-08,0,0,,10847904.0,27.6
4405,Dominican Republic,2020-01-09,0,0,,10847904.0,27.6
4406,Dominican Republic,2020-01-10,0,0,,10847904.0,27.6
4407,Dominican Republic,2020-01-11,0,0,,10847904.0,27.6
4408,Dominican Republic,2020-01-12,0,0,,10847904.0,27.6
4409,Dominican Republic,2020-01-13,0,0,,10847904.0,27.6
4410,Dominican Republic,2020-01-14,0,0,,10847904.0,27.6
4411,Dominican Republic,2020-01-15,0,0,,10847904.0,27.6
4412,Dominican Republic,2020-01-16,0,0,,10847904.0,27.6
4413,Dominican Republic,2020-01-17,0,0,,10847904.0,27.6
4414,Dominican Republic,2020-01-18,0,0,,10847904.0,27.6
4415,Dominican Republic,2020-01-19,0,0,,10847904.0,27.6
4416,Dominican Republic,2020-01-20,0,0,,10847904.0,27.6
4417,Dominican Republic,2020-01-21,0,0,,10847904.0,27.6
4418,Dominican Republic,2020-01-22,0,0,,10847904.0,27.6
4419,Dominican Republic,2020-01-23,0,0,,10847904.0,27.6
4420,Dominican Republic,2020-01-24,0,0,,10847904.0,27.6
4421,Dominican Republic,2020-01-25,0,0,,10847904.0,27.6
4422,Dominican Republic,2020-01-26,0,0,,10847904.0,27.6
4423,Dominican Republic,2020-01-27,0,0,,10847904.0,27.6
4424,Dominican Republic,2020-01-28,0,0,,10847904.0,27.6
4425,Dominican Republic,2020-01-29,0,0,,10847904.0,27.6
4426,Dominican Republic,2020-01-30,0,0,,10847904.0,27.6
4427,Dominican Republic,2020-01-31,0,0,,10847904.0,27.6
4428,Dominican Republic,2020-02-01,0,0,,10847904.0,27.6
4429,Dominican Republic,2020-02-02,0,0,,10847904.0,27.6
4430,Dominican Republic,2020-02-03,0,0,,10847904.0,27.6
4431,Dominican Republic,2020-02-04,0,0,,10847904.0,27.6
4432,Dominican Republic,2020-02-05,0,0,,10847904.0,27.6
4433,Dominican Republic,2020-02-06,0,0,,10847904.0,27.6
4434,Dominican Republic,2020-02-07,0,0,,10847904.0,27.6
4435,Dominican Republic,2020-02-08,0,0,,10847904.0,27.6
4436,Dominican Republic,2020-02-09,0,0,,10847904.0,27.6
4437,Dominican Republic,2020-02-10,0,0,,10847904.0,27.6
4438,Dominican Republic,2020-02-11,0,0,,10847904.0,27.6
4439,Dominican Republic,2020-02-12,0,0,,10847904.0,27.6
4440,Dominican Republic,2020-02-13,0,0,,10847904.0,27.6
4441,Dominican Republic,2020-02-14,0,0,,10847904.0,27.6
4442,Dominican Republic,2020-02-15,0,0,,10847904.0,27.6
4443,Dominican Republic,2020-02-16,0,0,,10847904.0,27.6
4444,Dominican Republic,2020-02-17,0,0,,10847904.0,27.6
4445,Dominican Republic,2020-02-18,0,0,,10847904.0,27.6
4446,Dominican Republic,2020-02-19,0,0,,10847904.0,27.6
4447,Dominican Republic,2020-02-20,0,0,,10847904.0,27.6
4448,Dominican Republic,2020-02-21,0,0,,10847904.0,27.6
4449,Dominican Republic,2020-02-22,0,0,,10847904.0,27.6
4450,Dominican Republic,2020-02-23,0,0,,10847904.0,27.6
4451,Dominican Republic,2020-02-24,0,0,,10847904.0,27.6
4452,Dominican Republic,2020-02-25,0,0,,10847904.0,27.6
4453,Dominican Republic,2020-02-26,0,0,,10847904.0,27.6
4454,Dominican Republic,2020-02-27,0,0,,10847904.0,27.6
4455,Dominican Republic,2020-02-28,0,0,,10847904.0,27.6
4456,Dominican Republic,2020-02-29,0,0,,10847904.0,27.6
4457,Dominican Republic,2020-03-01,0,0,,10847904.0,27.6
4458,Dominican Republic,2020-03-02,1,0,,10847904.0,27.6
4459,Dominican Republic,2020-03-07,2,0,,10847904.0,27.6
4460,Dominican Republic,2020-03-10,5,0,,10847904.0,27.6
4461,Dominican Republic,2020-03-14,11,0,,10847904.0,27.6
4462,Dominican Republic,2020-03-15,11,0,,10847904.0,27.6
4463,Dominican Republic,2020-03-16,11,0,,10847904.0,27.6
4464,Dominican Republic,2020-03-17,11,0,,10847904.0,27.6
4465,Dominican Republic,2020-03-18,11,0,,10847904.0,27.6
4466,Dominican Republic,2020-03-19,21,0,,10847904.0,27.6
4467,Dominican Republic,2020-03-20,21,0,,10847904.0,27.6
4468,Dominican Republic,2020-03-21,34,2,,10847904.0,27.6
4469,Dominican Republic,2020-03-22,112,3,,10847904.0,27.6
4470,Dominican Republic,2020-03-23,202,3,,10847904.0,27.6
4471,Dominican Republic,2020-03-24,245,3,,10847904.0,27.6
4472,Dominican Republic,2020-03-25,312,6,,10847904.0,27.6
4473,Dominican Republic,2020-03-26,392,10,,10847904.0,27.6
4474,Dominican Republic,2020-03-27,488,10,,10847904.0,27.6
4475,Dominican Republic,2020-03-28,581,20,,10847904.0,27.6
4476,Dominican Republic,2020-03-29,719,28,,10847904.0,27.6
4477,Dominican Republic,2020-03-30,859,39,,10847904.0,27.6
4478,Dominican Republic,2020-03-31,901,42,,10847904.0,27.6
4479,Dominican Republic,2020-04-01,1109,51,,10847904.0,27.6
4480,Dominican Republic,2020-04-02,1284,57,,10847904.0,27.6
4481,Dominican Republic,2020-04-03,1380,60,,10847904.0,27.6
4482,Dominican Republic,2020-04-04,1488,68,,10847904.0,27.6
4483,Dominican Republic,2020-04-05,1578,77,,10847904.0,27.6
4484,Dominican Republic,2020-04-06,1745,82,,10847904.0,27.6
4485,Dominican Republic,2020-04-07,1828,86,,10847904.0,27.6
4486,Dominican Republic,2020-04-08,1956,98,,10847904.0,27.6
4487,Dominican Republic,2020-04-09,2111,108,,10847904.0,27.6
4488,Dominican Republic,2020-04-10,2349,118,,10847904.0,27.6
4489,Dominican Republic,2020-04-11,2620,126,,10847904.0,27.6
4490,Dominican Republic,2020-04-12,2759,135,,10847904.0,27.6
4491,Dominican Republic,2020-04-13,2967,173,,10847904.0,27.6
4492,Dominican Republic,2020-04-14,3167,177,,10847904.0,27.6
4493,Dominican Republic,2020-04-15,3286,183,,10847904.0,27.6
4494,Dominican Republic,2020-04-16,3614,189,,10847904.0,27.6
4495,Dominican Republic,2020-04-17,3755,196,,10847904.0,27.6
4496,Dominican Republic,2020-04-18,4126,200,,10847904.0,27.6
4497,Dominican Republic,2020-04-19,4335,217,,10847904.0,27.6
4498,Dominican Republic,2020-04-20,4680,226,,10847904.0,27.6
4499,Dominican Republic,2020-04-21,4964,235,,10847904.0,27.6
4500,Dominican Republic,2020-04-22,5044,245,,10847904.0,27.6
4501,Dominican Republic,2020-04-23,5300,260,,10847904.0,27.6
4502,Dominican Republic,2020-04-24,5543,265,,10847904.0,27.6
4503,Dominican Republic,2020-04-25,5749,267,,10847904.0,27.6
4504,Dominican Republic,2020-04-26,5926,273,,10847904.0,27.6
4505,Dominican Republic,2020-04-27,6135,278,,10847904.0,27.6
4506,Dominican Republic,2020-04-28,6135,278,,10847904.0,27.6
4507,Dominican Republic,2020-04-29,6416,286,,10847904.0,27.6
4508,Dominican Republic,2020-04-30,6652,293,,10847904.0,27.6
4509,Dominican Republic,2020-05-01,6972,301,,10847904.0,27.6
4510,Dominican Republic,2020-05-02,7288,313,,10847904.0,27.6
4511,Dominican Republic,2020-05-03,7578,326,,10847904.0,27.6
4512,Dominican Republic,2020-05-04,7954,333,,10847904.0,27.6
4513,Dominican Republic,2020-05-05,8235,346,,10847904.0,27.6
4514,Dominican Republic,2020-05-06,8480,354,,10847904.0,27.6
4515,Dominican Republic,2020-05-07,8807,362,,10847904.0,27.6
4516,Dominican Republic,2020-05-08,9095,373,,10847904.0,27.6
4517,Dominican Republic,2020-05-09,9376,380,,10847904.0,27.6
4518,Dominican Republic,2020-05-10,9882,385,,10847904.0,27.6
4519,Dominican Republic,2020-05-11,10347,388,,10847904.0,27.6
4520,Dominican Republic,2020-05-12,10634,393,,10847904.0,27.6
4521,Dominican Republic,2020-05-13,10900,402,,10847904.0,27.6
4522,Dominican Republic,2020-05-14,11196,409,,10847904.0,27.6
4523,Dominican Republic,2020-05-15,11320,422,,10847904.0,27.6
4524,Algeria,2019-12-31,0,0,,43851043.0,29.1
4525,Algeria,2020-01-01,0,0,,43851043.0,29.1
4526,Algeria,2020-01-02,0,0,,43851043.0,29.1
4527,Algeria,2020-01-03,0,0,,43851043.0,29.1
4528,Algeria,2020-01-04,0,0,,43851043.0,29.1
4529,Algeria,2020-01-05,0,0,,43851043.0,29.1
4530,Algeria,2020-01-06,0,0,,43851043.0,29.1
4531,Algeria,2020-01-07,0,0,,43851043.0,29.1
4532,Algeria,2020-01-08,0,0,,43851043.0,29.1
4533,Algeria,2020-01-09,0,0,,43851043.0,29.1
4534,Algeria,2020-01-10,0,0,,43851043.0,29.1
4535,Algeria,2020-01-11,0,0,,43851043.0,29.1
4536,Algeria,2020-01-12,0,0,,43851043.0,29.1
4537,Algeria,2020-01-13,0,0,,43851043.0,29.1
4538,Algeria,2020-01-14,0,0,,43851043.0,29.1
4539,Algeria,2020-01-15,0,0,,43851043.0,29.1
4540,Algeria,2020-01-16,0,0,,43851043.0,29.1
4541,Algeria,2020-01-17,0,0,,43851043.0,29.1
4542,Algeria,2020-01-18,0,0,,43851043.0,29.1
4543,Algeria,2020-01-19,0,0,,43851043.0,29.1
4544,Algeria,2020-01-20,0,0,,43851043.0,29.1
4545,Algeria,2020-01-21,0,0,,43851043.0,29.1
4546,Algeria,2020-01-22,0,0,,43851043.0,29.1
4547,Algeria,2020-01-23,0,0,,43851043.0,29.1
4548,Algeria,2020-01-24,0,0,,43851043.0,29.1
4549,Algeria,2020-01-25,0,0,,43851043.0,29.1
4550,Algeria,2020-01-26,0,0,,43851043.0,29.1
4551,Algeria,2020-01-27,0,0,,43851043.0,29.1
4552,Algeria,2020-01-28,0,0,,43851043.0,29.1
4553,Algeria,2020-01-29,0,0,,43851043.0,29.1
4554,Algeria,2020-01-30,0,0,,43851043.0,29.1
4555,Algeria,2020-01-31,0,0,,43851043.0,29.1
4556,Algeria,2020-02-01,0,0,,43851043.0,29.1
4557,Algeria,2020-02-02,0,0,,43851043.0,29.1
4558,Algeria,2020-02-03,0,0,,43851043.0,29.1
4559,Algeria,2020-02-04,0,0,,43851043.0,29.1
4560,Algeria,2020-02-05,0,0,,43851043.0,29.1
4561,Algeria,2020-02-06,0,0,,43851043.0,29.1
4562,Algeria,2020-02-07,0,0,,43851043.0,29.1
4563,Algeria,2020-02-08,0,0,,43851043.0,29.1
4564,Algeria,2020-02-09,0,0,,43851043.0,29.1
4565,Algeria,2020-02-10,0,0,,43851043.0,29.1
4566,Algeria,2020-02-11,0,0,,43851043.0,29.1
4567,Algeria,2020-02-12,0,0,,43851043.0,29.1
4568,Algeria,2020-02-13,0,0,,43851043.0,29.1
4569,Algeria,2020-02-14,0,0,,43851043.0,29.1
4570,Algeria,2020-02-15,0,0,,43851043.0,29.1
4571,Algeria,2020-02-16,0,0,,43851043.0,29.1
4572,Algeria,2020-02-17,0,0,,43851043.0,29.1
4573,Algeria,2020-02-18,0,0,,43851043.0,29.1
4574,Algeria,2020-02-19,0,0,,43851043.0,29.1
4575,Algeria,2020-02-20,0,0,,43851043.0,29.1
4576,Algeria,2020-02-21,0,0,,43851043.0,29.1
4577,Algeria,2020-02-22,0,0,,43851043.0,29.1
4578,Algeria,2020-02-23,0,0,,43851043.0,29.1
4579,Algeria,2020-02-24,0,0,,43851043.0,29.1
4580,Algeria,2020-02-25,0,0,,43851043.0,29.1
4581,Algeria,2020-02-26,1,0,,43851043.0,29.1
4582,Algeria,2020-02-27,1,0,,43851043.0,29.1
4583,Algeria,2020-02-28,1,0,,43851043.0,29.1
4584,Algeria,2020-02-29,1,0,,43851043.0,29.1
4585,Algeria,2020-03-01,3,0,,43851043.0,29.1
4586,Algeria,2020-03-02,3,0,,43851043.0,29.1
4587,Algeria,2020-03-04,5,0,,43851043.0,29.1
4588,Algeria,2020-03-05,12,0,,43851043.0,29.1
4589,Algeria,2020-03-06,17,0,,43851043.0,29.1
4590,Algeria,2020-03-09,20,0,,43851043.0,29.1
4591,Algeria,2020-03-12,20,0,,43851043.0,29.1
4592,Algeria,2020-03-13,25,1,,43851043.0,29.1
4593,Algeria,2020-03-14,26,2,,43851043.0,29.1
4594,Algeria,2020-03-15,37,2,,43851043.0,29.1
4595,Algeria,2020-03-16,48,4,,43851043.0,29.1
4596,Algeria,2020-03-17,58,4,,43851043.0,29.1
4597,Algeria,2020-03-18,60,5,,43851043.0,29.1
4598,Algeria,2020-03-19,72,6,,43851043.0,29.1
4599,Algeria,2020-03-20,90,7,,43851043.0,29.1
4600,Algeria,2020-03-21,102,10,,43851043.0,29.1
4601,Algeria,2020-03-22,139,15,,43851043.0,29.1
4602,Algeria,2020-03-23,201,17,,43851043.0,29.1
4603,Algeria,2020-03-24,230,17,,43851043.0,29.1
4604,Algeria,2020-03-25,264,19,,43851043.0,29.1
4605,Algeria,2020-03-26,302,21,,43851043.0,29.1
4606,Algeria,2020-03-27,367,25,,43851043.0,29.1
4607,Algeria,2020-03-28,409,26,,43851043.0,29.1
4608,Algeria,2020-03-29,454,29,,43851043.0,29.1
4609,Algeria,2020-03-30,511,31,,43851043.0,29.1
4610,Algeria,2020-03-31,584,35,,43851043.0,29.1
4611,Algeria,2020-04-01,716,44,,43851043.0,29.1
4612,Algeria,2020-04-02,847,58,,43851043.0,29.1
4613,Algeria,2020-04-03,986,63,,43851043.0,29.1
4614,Algeria,2020-04-04,1171,105,,43851043.0,29.1
4615,Algeria,2020-04-05,1251,130,,43851043.0,29.1
4616,Algeria,2020-04-06,1320,152,,43851043.0,29.1
4617,Algeria,2020-04-07,1423,173,,43851043.0,29.1
4618,Algeria,2020-04-08,1468,193,,43851043.0,29.1
4619,Algeria,2020-04-09,1572,205,,43851043.0,29.1
4620,Algeria,2020-04-10,1666,235,,43851043.0,29.1
4621,Algeria,2020-04-11,1761,256,,43851043.0,29.1
4622,Algeria,2020-04-12,1825,275,,43851043.0,29.1
4623,Algeria,2020-04-13,1914,293,,43851043.0,29.1
4624,Algeria,2020-04-14,1983,313,,43851043.0,29.1
4625,Algeria,2020-04-15,2070,325,,43851043.0,29.1
4626,Algeria,2020-04-16,2160,336,,43851043.0,29.1
4627,Algeria,2020-04-17,2268,348,,43851043.0,29.1
4628,Algeria,2020-04-18,2418,364,,43851043.0,29.1
4629,Algeria,2020-04-19,2535,367,,43851043.0,29.1
4630,Algeria,2020-04-20,2629,375,,43851043.0,29.1
4631,Algeria,2020-04-21,2718,384,,43851043.0,29.1
4632,Algeria,2020-04-22,2811,392,,43851043.0,29.1
4633,Algeria,2020-04-23,2910,402,,43851043.0,29.1
4634,Algeria,2020-04-24,3007,407,,43851043.0,29.1
4635,Algeria,2020-04-25,3127,415,,43851043.0,29.1
4636,Algeria,2020-04-26,3256,419,,43851043.0,29.1
4637,Algeria,2020-04-27,3382,425,,43851043.0,29.1
4638,Algeria,2020-04-28,3517,432,,43851043.0,29.1
4639,Algeria,2020-04-29,3649,437,,43851043.0,29.1
4640,Algeria,2020-04-30,3848,444,,43851043.0,29.1
4641,Algeria,2020-05-01,4006,450,,43851043.0,29.1
4642,Algeria,2020-05-02,4154,453,,43851043.0,29.1
4643,Algeria,2020-05-03,4295,459,,43851043.0,29.1
4644,Algeria,2020-05-04,4474,463,,43851043.0,29.1
4645,Algeria,2020-05-05,4648,465,,43851043.0,29.1
4646,Algeria,2020-05-06,4838,470,,43851043.0,29.1
4647,Algeria,2020-05-07,4997,476,,43851043.0,29.1
4648,Algeria,2020-05-08,5182,483,,43851043.0,29.1
4649,Algeria,2020-05-09,5369,488,,43851043.0,29.1
4650,Algeria,2020-05-10,5558,494,,43851043.0,29.1
4651,Algeria,2020-05-11,5723,502,,43851043.0,29.1
4652,Algeria,2020-05-12,5891,507,,43851043.0,29.1
4653,Algeria,2020-05-13,6067,515,,43851043.0,29.1
4654,Algeria,2020-05-14,6253,522,,43851043.0,29.1
4655,Algeria,2020-05-15,6442,529,,43851043.0,29.1
4656,Ecuador,2019-12-31,0,0,,17643060.0,28.1
4657,Ecuador,2020-01-01,0,0,,17643060.0,28.1
4658,Ecuador,2020-01-02,0,0,,17643060.0,28.1
4659,Ecuador,2020-01-03,0,0,,17643060.0,28.1
4660,Ecuador,2020-01-04,0,0,,17643060.0,28.1
4661,Ecuador,2020-01-05,0,0,,17643060.0,28.1
4662,Ecuador,2020-01-06,0,0,,17643060.0,28.1
4663,Ecuador,2020-01-07,0,0,,17643060.0,28.1
4664,Ecuador,2020-01-08,0,0,,17643060.0,28.1
4665,Ecuador,2020-01-09,0,0,,17643060.0,28.1
4666,Ecuador,2020-01-10,0,0,,17643060.0,28.1
4667,Ecuador,2020-01-11,0,0,,17643060.0,28.1
4668,Ecuador,2020-01-12,0,0,,17643060.0,28.1
4669,Ecuador,2020-01-13,0,0,,17643060.0,28.1
4670,Ecuador,2020-01-14,0,0,,17643060.0,28.1
4671,Ecuador,2020-01-15,0,0,,17643060.0,28.1
4672,Ecuador,2020-01-16,0,0,,17643060.0,28.1
4673,Ecuador,2020-01-17,0,0,,17643060.0,28.1
4674,Ecuador,2020-01-18,0,0,,17643060.0,28.1
4675,Ecuador,2020-01-19,0,0,,17643060.0,28.1
4676,Ecuador,2020-01-20,0,0,,17643060.0,28.1
4677,Ecuador,2020-01-21,0,0,,17643060.0,28.1
4678,Ecuador,2020-01-22,0,0,,17643060.0,28.1
4679,Ecuador,2020-01-23,0,0,,17643060.0,28.1
4680,Ecuador,2020-01-24,0,0,,17643060.0,28.1
4681,Ecuador,2020-01-25,0,0,,17643060.0,28.1
4682,Ecuador,2020-01-26,0,0,,17643060.0,28.1
4683,Ecuador,2020-01-27,0,0,,17643060.0,28.1
4684,Ecuador,2020-01-28,0,0,,17643060.0,28.1
4685,Ecuador,2020-01-29,0,0,,17643060.0,28.1
4686,Ecuador,2020-01-30,0,0,,17643060.0,28.1
4687,Ecuador,2020-01-31,0,0,,17643060.0,28.1
4688,Ecuador,2020-02-01,0,0,,17643060.0,28.1
4689,Ecuador,2020-02-02,0,0,,17643060.0,28.1
4690,Ecuador,2020-02-03,0,0,,17643060.0,28.1
4691,Ecuador,2020-02-04,0,0,,17643060.0,28.1
4692,Ecuador,2020-02-05,0,0,,17643060.0,28.1
4693,Ecuador,2020-02-06,0,0,,17643060.0,28.1
4694,Ecuador,2020-02-07,0,0,,17643060.0,28.1
4695,Ecuador,2020-02-08,0,0,,17643060.0,28.1
4696,Ecuador,2020-02-09,0,0,,17643060.0,28.1
4697,Ecuador,2020-02-10,0,0,,17643060.0,28.1
4698,Ecuador,2020-02-11,0,0,,17643060.0,28.1
4699,Ecuador,2020-02-12,0,0,,17643060.0,28.1
4700,Ecuador,2020-02-13,0,0,,17643060.0,28.1
4701,Ecuador,2020-02-14,0,0,,17643060.0,28.1
4702,Ecuador,2020-02-15,0,0,,17643060.0,28.1
4703,Ecuador,2020-02-16,0,0,,17643060.0,28.1
4704,Ecuador,2020-02-17,0,0,,17643060.0,28.1
4705,Ecuador,2020-02-18,0,0,,17643060.0,28.1
4706,Ecuador,2020-02-19,0,0,,17643060.0,28.1
4707,Ecuador,2020-02-20,0,0,,17643060.0,28.1
4708,Ecuador,2020-02-21,0,0,,17643060.0,28.1
4709,Ecuador,2020-02-22,0,0,,17643060.0,28.1
4710,Ecuador,2020-02-23,0,0,,17643060.0,28.1
4711,Ecuador,2020-02-24,0,0,,17643060.0,28.1
4712,Ecuador,2020-02-25,0,0,,17643060.0,28.1
4713,Ecuador,2020-02-26,0,0,,17643060.0,28.1
4714,Ecuador,2020-02-27,0,0,,17643060.0,28.1
4715,Ecuador,2020-02-28,0,0,,17643060.0,28.1
4716,Ecuador,2020-02-29,0,0,,17643060.0,28.1
4717,Ecuador,2020-03-01,1,0,,17643060.0,28.1
4718,Ecuador,2020-03-02,6,0,,17643060.0,28.1
4719,Ecuador,2020-03-03,7,0,,17643060.0,28.1
4720,Ecuador,2020-03-05,10,0,,17643060.0,28.1
4721,Ecuador,2020-03-06,13,0,,17643060.0,28.1
4722,Ecuador,2020-03-09,14,0,,17643060.0,28.1
4723,Ecuador,2020-03-10,15,0,,17643060.0,28.1
4724,Ecuador,2020-03-11,17,0,,17643060.0,28.1
4725,Ecuador,2020-03-14,23,1,,17643060.0,28.1
4726,Ecuador,2020-03-15,28,2,,17643060.0,28.1
4727,Ecuador,2020-03-16,37,2,,17643060.0,28.1
4728,Ecuador,2020-03-17,58,2,,17643060.0,28.1
4729,Ecuador,2020-03-18,111,2,480.0,17643060.0,28.1
4730,Ecuador,2020-03-19,168,3,672.0,17643060.0,28.1
4731,Ecuador,2020-03-20,199,3,959.0,17643060.0,28.1
4732,Ecuador,2020-03-21,426,7,1181.0,17643060.0,28.1
4733,Ecuador,2020-03-22,532,7,1661.0,17643060.0,28.1
4734,Ecuador,2020-03-23,789,14,2072.0,17643060.0,28.1
4735,Ecuador,2020-03-24,981,18,2307.0,17643060.0,28.1
4736,Ecuador,2020-03-25,1082,27,2598.0,17643060.0,28.1
4737,Ecuador,2020-03-26,1211,29,3125.0,17643060.0,28.1
4738,Ecuador,2020-03-27,1403,34,3568.0,17643060.0,28.1
4739,Ecuador,2020-03-28,1627,41,3935.0,17643060.0,28.1
4740,Ecuador,2020-03-29,1835,48,4123.0,17643060.0,28.1
4741,Ecuador,2020-03-30,1890,58,4219.0,17643060.0,28.1
4742,Ecuador,2020-03-31,1966,62,4828.0,17643060.0,28.1
4743,Ecuador,2020-04-01,2302,79,5591.0,17643060.0,28.1
4744,Ecuador,2020-04-02,2758,120,6302.0,17643060.0,28.1
4745,Ecuador,2020-04-03,3163,120,6656.0,17643060.0,28.1
4746,Ecuador,2020-04-04,3368,145,6834.0,17643060.0,28.1
4747,Ecuador,2020-04-05,3465,172,7249.0,17643060.0,28.1
4748,Ecuador,2020-04-06,3646,180,7590.0,17643060.0,28.1
4749,Ecuador,2020-04-07,3747,191,7951.0,17643060.0,28.1
4750,Ecuador,2020-04-08,3995,220,8658.0,17643060.0,28.1
4751,Ecuador,2020-04-09,4450,242,9639.0,17643060.0,28.1
4752,Ecuador,2020-04-10,4965,272,13657.0,17643060.0,28.1
4753,Ecuador,2020-04-11,7161,297,14201.0,17643060.0,28.1
4754,Ecuador,2020-04-12,7257,315,14584.0,17643060.0,28.1
4755,Ecuador,2020-04-13,7466,333,14826.0,17643060.0,28.1
4756,Ecuador,2020-04-14,7529,355,15098.0,17643060.0,28.1
4757,Ecuador,2020-04-15,7603,355,15614.0,17643060.0,28.1
4758,Ecuador,2020-04-16,7858,388,16137.0,17643060.0,28.1
4759,Ecuador,2020-04-17,8225,403,16525.0,17643060.0,28.1
4760,Ecuador,2020-04-18,8450,421,17513.0,17643060.0,28.1
4761,Ecuador,2020-04-19,9022,456,18433.0,17643060.0,28.1
4762,Ecuador,2020-04-20,9468,474,19860.0,17643060.0,28.1
4763,Ecuador,2020-04-21,10128,507,20480.0,17643060.0,28.1
4764,Ecuador,2020-04-22,10398,520,21607.0,17643060.0,28.1
4765,Ecuador,2020-04-23,10850,537,23383.0,17643060.0,28.1
4766,Ecuador,2020-04-24,11183,560,,17643060.0,28.1
4767,Ecuador,2020-04-25,11183,576,,17643060.0,28.1
4768,Ecuador,2020-04-26,11183,576,,17643060.0,28.1
4769,Ecuador,2020-04-27,22719,576,31134.0,17643060.0,28.1
4770,Ecuador,2020-04-28,23240,663,32460.0,17643060.0,28.1
4771,Ecuador,2020-04-29,24258,871,33684.0,17643060.0,28.1
4772,Ecuador,2020-04-30,24675,883,34347.0,17643060.0,28.1
4773,Ecuador,2020-05-01,24934,900,37061.0,17643060.0,28.1
4774,Ecuador,2020-05-02,26336,1063,38924.0,17643060.0,28.1
4775,Ecuador,2020-05-03,27464,1371,43727.0,17643060.0,28.1
4776,Ecuador,2020-05-04,29538,1564,46260.0,17643060.0,28.1
4777,Ecuador,2020-05-05,31881,1569,,17643060.0,28.1
4778,Ecuador,2020-05-06,31881,1569,42870.0,17643060.0,28.1
4779,Ecuador,2020-05-07,29420,1618,44373.0,17643060.0,28.1
4780,Ecuador,2020-05-08,30298,1654,40630.0,17643060.0,28.1
4781,Ecuador,2020-05-09,28818,1704,41501.0,17643060.0,28.1
4782,Ecuador,2020-05-10,29071,1717,43315.0,17643060.0,28.1
4783,Ecuador,2020-05-11,29559,2127,41938.0,17643060.0,28.1
4784,Ecuador,2020-05-12,29509,2145,44188.0,17643060.0,28.1
4785,Ecuador,2020-05-13,30419,2327,44285.0,17643060.0,28.1
4786,Ecuador,2020-05-14,30486,2334,,17643060.0,28.1
