,location,date,total_cases,total_deaths,total_tests,population,median_age
0,Aruba,2020-03-13,2,0,,106766.0,41.2
1,Aruba,2020-03-20,4,0,,106766.0,41.2
2,Aruba,2020-03-24,12,0,,106766.0,41.2
3,Aruba,2020-03-25,17,0,,106766.0,41.2
4,Aruba,2020-03-26,19,0,,106766.0,41.2
5,Aruba,2020-03-27,28,0,,106766.0,41.2
6,Aruba,2020-03-28,28,0,,106766.0,41.2
7,Aruba,2020-03-29,28,0,,106766.0,41.2
8,Aruba,2020-03-30,50,0,,106766.0,41.2
9,Aruba,2020-04-01,55,0,,106766.0,41.2
10,Aruba,2020-04-02,55,0,,106766.0,41.2
11,Aruba,2020-04-03,60,0,,106766.0,41.2
12,Aruba,2020-04-04,62,0,,106766.0,41.2
13,Aruba,2020-04-05,64,0,,106766.0,41.2
14,Aruba,2020-04-06,64,0,,106766.0,41.2
15,Aruba,2020-04-07,71,0,,106766.0,41.2
16,Aruba,2020-04-08,74,0,,106766.0,41.2
17,Aruba,2020-04-09,77,0,,106766.0,41.2
18,Aruba,2020-04-10,82,0,,106766.0,41.2
19,Aruba,2020-04-11,86,0,,106766.0,41.2
20,Aruba,2020-04-12,92,0,,106766.0,41.2
21,Aruba,2020-04-13,92,0,,106766.0,41.2
22,Aruba,2020-04-14,92,0,,106766.0,41.2
23,Aruba,2020-04-15,92,0,,106766.0,41.2
24,Aruba,2020-04-16,93,1,,106766.0,41.2
25,Aruba,2020-04-17,95,1,,106766.0,41.2
26,Aruba,2020-04-18,96,2,,106766.0,41.2
27,Aruba,2020-04-19,96,2,,106766.0,41.2
28,Aruba,2020-04-20,97,2,,106766.0,41.2
29,Aruba,2020-04-21,97,2,,106766.0,41.2
30,Aruba,2020-04-22,97,2,,106766.0,41.2
31,Aruba,2020-04-23,100,2,,106766.0,41.2
32,Aruba,2020-04-24,100,2,,106766.0,41.2
33,Aruba,2020-04-25,100,2,,106766.0,41.2
34,Aruba,2020-04-26,100,2,,106766.0,41.2
35,Aruba,2020-04-27,100,2,,106766.0,41.2
36,Aruba,2020-04-28,100,2,,106766.0,41.2
37,Aruba,2020-04-29,100,2,,106766.0,41.2
38,Aruba,2020-04-30,100,2,,106766.0,41.2
39,Aruba,2020-05-01,100,2,,106766.0,41.2
40,Aruba,2020-05-02,100,2,,106766.0,41.2
41,Aruba,2020-05-03,100,2,,106766.0,41.2
42,Aruba,2020-05-04,100,2,,106766.0,41.2
43,Aruba,2020-05-05,100,2,,106766.0,41.2
44,Aruba,2020-05-06,100,2,,106766.0,41.2
45,Aruba,2020-05-07,101,2,,106766.0,41.2
46,Aruba,2020-05-08,101,3,,106766.0,41.2
47,Aruba,2020-05-09,101,3,,106766.0,41.2
48,Aruba,2020-05-10,101,3,,106766.0,41.2
49,Aruba,2020-05-11,101,3,,106766.0,41.2
50,Aruba,2020-05-12,101,3,,106766.0,41.2
51,Aruba,2020-05-13,101,3,,106766.0,41.2
52,Aruba,2020-05-14,101,3,,106766.0,41.2
53,Aruba,2020-05-15,101,3,,106766.0,41.2
54,Afghanistan,2019-12-31,0,0,,38928341.0,18.6
55,Afghanistan,2020-01-01,0,0,,38928341.0,18.6
56,Afghanistan,2020-01-02,0,0,,38928341.0,18.6
57,Afghanistan,2020-01-03,0,0,,38928341.0,18.6
58,Afghanistan,2020-01-04,0,0,,38928341.0,18.6
59,Afghanistan,2020-01-05,0,0,,38928341.0,18.6
60,Afghanistan,2020-01-06,0,0,,38928341.0,18.6
61,Afghanistan,2020-01-07,0,0,,38928341.0,18.6
62,Afghanistan,2020-01-08,0,0,,38928341.0,18.6
63,Afghanistan,2020-01-09,0,0,,38928341.0,18.6
64,Afghanistan,2020-01-10,0,0,,38928341.0,18.6
65,Afghanistan,2020-01-11,0,0,,38928341.0,18.6
66,Afghanistan,2020-01-12,0,0,,38928341.0,18.6
67,Afghanistan,2020-01-13,0,0,,38928341.0,18.6
68,Afghanistan,2020-01-14,0,0,,38928341.0,18.6
69,Afghanistan,2020-01-15,0,0,,38928341.0,18.6
70,Afghanistan,2020-01-16,0,0,,38928341.0,18.6
71,Afghanistan,2020-01-17,0,0,,38928341.0,18.6
72,Afghanistan,2020-01-18,0,0,,38928341.0,18.6
73,Afghanistan,2020-01-19,0,0,,38928341.0,18.6
74,Afghanistan,2020-01-20,0,0,,38928341.0,18.6
75,Afghanistan,2020-01-21,0,0,,38928341.0,18.6
76,Afghanistan,2020-01-22,0,0,,38928341.0,18.6
77,Afghanistan,2020-01-23,0,0,,38928341.0,18.6
78,Afghanistan,2020-01-24,0,0,,38928341.0,18.6
79,Afghanistan,2020-01-25,0,0,,38928341.0,18.6
80,Afghanistan,2020-01-26,0,0,,38928341.0,18.6
81,Afghanistan,2020-01-27,0,0,,38928341.0,18.6
82,Afghanistan,2020-01-28,0,0,,38928341.0,18.6
83,Afghanistan,2020-01-29,0,0,,38928341.0,18.6
84,Afghanistan,2020-01-30,0,0,,38928341.0,18.6
85,Afghanistan,2020-01-31,0,0,,38928341.0,18.6
86,Afghanistan,2020-02-01,0,0,,38928341.0,18.6
87,Afghanistan,2020-02-02,0,0,,38928341.0,18.6
88,Afghanistan,2020-02-03,0,0,,38928341.0,18.6
89,Afghanistan,2020-02-04,0,0,,38928341.0,18.6
90,Afghanistan,2020-02-05,0,0,,38928341.0,18.6
91,Afghanistan,2020-02-06,0,0,,38928341.0,18.6
92,Afghanistan,2020-02-07,0,0,,38928341.0,18.6
93,Afghanistan,2020-02-08,0,0,,38928341.0,18.6
94,Afghanistan,2020-02-09,0,0,,38928341.0,18.6
95,Afghanistan,2020-02-10,0,0,,38928341.0,18.6
96,Afghanistan,2020-02-11,0,0,,38928341.0,18.6
97,Afghanistan,2020-02-12,0,0,,38928341.0,18.6
98,Afghanistan,2020-02-13,0,0,,38928341.0,18.6
99,Afghanistan,2020-02-14,0,0,,38928341.0,18.6
100,Afghanistan,2020-02-15,0,0,,38928341.0,18.6
101,Afghanistan,2020-02-16,0,0,,38928341.0,18.6
102,Afghanistan,2020-02-17,0,0,,38928341.0,18.6
103,Afghanistan,2020-02-18,0,0,,38928341.0,18.6
104,Afghanistan,2020-02-19,0,0,,38928341.0,18.6
105,Afghanistan,2020-02-20,0,0,,38928341.0,18.6
106,Afghanistan,2020-02-21,0,0,,38928341.0,18.6
107,Afghanistan,2020-02-22,0,0,,38928341.0,18.6
108,Afghanistan,2020-02-23,0,0,,38928341.0,18.6
109,Afghanistan,2020-02-24,0,0,,38928341.0,18.6
110,Afghanistan,2020-02-25,1,0,,38928341.0,18.6
111,Afghanistan,2020-02-26,1,0,,38928341.0,18.6
112,Afghanistan,2020-02-27,1,0,,38928341.0,18.6
113,Afghanistan,2020-02-28,1,0,,38928341.0,18.6
114,Afghanistan,2020-02-29,1,0,,38928341.0,18.6
115,Afghanistan,2020-03-01,1,0,,38928341.0,18.6
116,Afghanistan,2020-03-02,1,0,,38928341.0,18.6
117,Afghanistan,2020-03-08,4,0,,38928341.0,18.6
118,Afghanistan,2020-03-11,7,0,,38928341.0,18.6
119,Afghanistan,2020-03-15,10,0,,38928341.0,18.6
120,Afghanistan,2020-03-16,16,0,,38928341.0,18.6
121,Afghanistan,2020-03-17,21,0,,38928341.0,18.6
122,Afghanistan,2020-03-18,22,0,,38928341.0,18.6
123,Afghanistan,2020-03-19,22,0,,38928341.0,18.6
124,Afghanistan,2020-03-20,22,0,,38928341.0,18.6
125,Afghanistan,2020-03-21,24,0,,38928341.0,18.6
126,Afghanistan,2020-03-22,24,0,,38928341.0,18.6
127,Afghanistan,2020-03-23,34,0,,38928341.0,18.6
128,Afghanistan,2020-03-24,40,1,,38928341.0,18.6
129,Afghanistan,2020-03-25,42,1,,38928341.0,18.6
130,Afghanistan,2020-03-26,75,1,,38928341.0,18.6
131,Afghanistan,2020-03-27,75,1,,38928341.0,18.6
132,Afghanistan,2020-03-28,91,2,,38928341.0,18.6
133,Afghanistan,2020-03-29,106,3,,38928341.0,18.6
134,Afghanistan,2020-03-30,114,4,,38928341.0,18.6
135,Afghanistan,2020-03-31,141,4,,38928341.0,18.6
136,Afghanistan,2020-04-01,166,4,,38928341.0,18.6
137,Afghanistan,2020-04-02,192,4,,38928341.0,18.6
138,Afghanistan,2020-04-03,235,4,,38928341.0,18.6
139,Afghanistan,2020-04-04,235,4,,38928341.0,18.6
140,Afghanistan,2020-04-05,270,5,,38928341.0,18.6
141,Afghanistan,2020-04-06,299,7,,38928341.0,18.6
142,Afghanistan,2020-04-07,337,7,,38928341.0,18.6
143,Afghanistan,2020-04-08,367,11,,38928341.0,18.6
144,Afghanistan,2020-04-09,423,14,,38928341.0,18.6
145,Afghanistan,2020-04-10,484,15,,38928341.0,18.6
146,Afghanistan,2020-04-11,521,15,,38928341.0,18.6
147,Afghanistan,2020-04-12,555,18,,38928341.0,18.6
148,Afghanistan,2020-04-13,607,18,,38928341.0,18.6
149,Afghanistan,2020-04-14,665,21,,38928341.0,18.6
150,Afghanistan,2020-04-15,714,23,,38928341.0,18.6
151,Afghanistan,2020-04-16,784,25,,38928341.0,18.6
152,Afghanistan,2020-04-17,794,29,,38928341.0,18.6
153,Afghanistan,2020-04-18,845,30,,38928341.0,18.6
154,Afghanistan,2020-04-19,908,30,,38928341.0,18.6
155,Afghanistan,2020-04-20,996,33,,38928341.0,18.6
156,Afghanistan,2020-04-21,1031,35,,38928341.0,18.6
157,Afghanistan,2020-04-22,1092,36,,38928341.0,18.6
158,Afghanistan,2020-04-23,1176,40,,38928341.0,18.6
159,Afghanistan,2020-04-24,1281,42,,38928341.0,18.6
160,Afghanistan,2020-04-25,1351,43,,38928341.0,18.6
161,Afghanistan,2020-04-26,1463,47,,38928341.0,18.6
162,Afghanistan,2020-04-27,1531,57,,38928341.0,18.6
163,Afghanistan,2020-04-28,1703,57,,38928341.0,18.6
164,Afghanistan,2020-04-29,1827,60,,38928341.0,18.6
165,Afghanistan,2020-04-30,1949,60,,38928341.0,18.6
166,Afghanistan,2020-05-01,2171,64,,38928341.0,18.6
167,Afghanistan,2020-05-02,2335,68,,38928341.0,18.6
168,Afghanistan,2020-05-03,2469,72,,38928341.0,18.6
169,Afghanistan,2020-05-04,2704,85,,38928341.0,18.6
170,Afghanistan,2020-05-05,2894,90,,38928341.0,18.6
171,Afghanistan,2020-05-06,3224,95,,38928341.0,18.6
172,Afghanistan,2020-05-07,3392,104,,38928341.0,18.6
173,Afghanistan,2020-05-08,3563,106,,38928341.0,18.6
174,Afghanistan,2020-05-09,3778,109,,38928341.0,18.6
175,Afghanistan,2020-05-10,4033,115,,38928341.0,18.6
176,Afghanistan,2020-05-11,4402,120,,38928341.0,18.6
177,Afghanistan,2020-05-12,4687,122,,38928341.0,18.6
178,Afghanistan,2020-05-13,4967,127,,38928341.0,18.6
179,Afghanistan,2020-05-14,5226,130,,38928341.0,18.6
180,Afghanistan,2020-05-15,5339,136,,38928341.0,18.6
181,Angola,2020-03-22,2,0,,32866268.0,16.8
182,Angola,2020-03-23,2,0,,32866268.0,16.8
183,Angola,2020-03-24,2,0,,32866268.0,16.8
184,Angola,2020-03-25,2,0,,32866268.0,16.8
185,Angola,2020-03-26,2,0,,32866268.0,16.8
186,Angola,2020-03-27,3,0,,32866268.0,16.8
187,Angola,2020-03-28,4,0,,32866268.0,16.8
188,Angola,2020-03-29,4,0,,32866268.0,16.8
189,Angola,2020-03-30,7,2,,32866268.0,16.8
190,Angola,2020-03-31,7,2,,32866268.0,16.8
191,Angola,2020-04-01,7,2,,32866268.0,16.8
192,Angola,2020-04-02,8,2,,32866268.0,16.8
193,Angola,2020-04-03,8,2,,32866268.0,16.8
194,Angola,2020-04-04,8,2,,32866268.0,16.8
195,Angola,2020-04-05,10,2,,32866268.0,16.8
196,Angola,2020-04-06,14,2,,32866268.0,16.8
197,Angola,2020-04-07,16,2,,32866268.0,16.8
198,Angola,2020-04-08,17,2,,32866268.0,16.8
199,Angola,2020-04-09,19,2,,32866268.0,16.8
200,Angola,2020-04-10,19,2,,32866268.0,16.8
201,Angola,2020-04-11,19,2,,32866268.0,16.8
202,Angola,2020-04-12,19,2,,32866268.0,16.8
203,Angola,2020-04-13,19,2,,32866268.0,16.8
204,Angola,2020-04-14,19,2,,32866268.0,16.8
205,Angola,2020-04-15,19,2,,32866268.0,16.8
206,Angola,2020-04-16,19,2,,32866268.0,16.8
207,Angola,2020-04-17,19,2,,32866268.0,16.8
208,Angola,2020-04-18,19,2,,32866268.0,16.8
209,Angola,2020-04-19,24,2,,32866268.0,16.8
210,Angola,2020-04-20,24,2,,32866268.0,16.8
211,Angola,2020-04-21,24,2,,32866268.0,16.8
212,Angola,2020-04-22,24,2,,32866268.0,16.8
213,Angola,2020-04-23,24,2,,32866268.0,16.8
214,Angola,2020-04-24,25,2,,32866268.0,16.8
215,Angola,2020-04-25,25,2,,32866268.0,16.8
216,Angola,2020-04-26,25,2,,32866268.0,16.8
217,Angola,2020-04-27,26,2,,32866268.0,16.8
218,Angola,2020-04-28,27,2,,32866268.0,16.8
219,Angola,2020-04-29,27,2,,32866268.0,16.8
220,Angola,2020-04-30,27,2,,32866268.0,16.8
221,Angola,2020-05-01,27,2,,32866268.0,16.8
222,Angola,2020-05-02,29,2,,32866268.0,16.8
223,Angola,2020-05-03,35,2,,32866268.0,16.8
224,Angola,2020-05-04,35,2,,32866268.0,16.8
225,Angola,2020-05-05,35,2,,32866268.0,16.8
226,Angola,2020-05-06,36,2,,32866268.0,16.8
227,Angola,2020-05-07,36,2,,32866268.0,16.8
228,Angola,2020-05-08,36,2,,32866268.0,16.8
229,Angola,2020-05-09,43,2,,32866268.0,16.8
230,Angola,2020-05-10,43,2,,32866268.0,16.8
231,Angola,2020-05-11,45,2,,32866268.0,16.8
232,Angola,2020-05-12,45,2,,32866268.0,16.8
233,Angola,2020-05-13,45,2,,32866268.0,16.8
234,Angola,2020-05-14,45,2,,32866268.0,16.8
235,Angola,2020-05-15,48,2,,32866268.0,16.8
236,Anguilla,2020-03-27,2,0,,15002.0,
237,Anguilla,2020-03-28,2,0,,15002.0,
238,Anguilla,2020-03-29,2,0,,15002.0,
239,Anguilla,2020-03-30,2,0,,15002.0,
240,Anguilla,2020-03-31,2,0,,15002.0,
241,Anguilla,2020-04-01,2,0,,15002.0,
242,Anguilla,2020-04-02,2,0,,15002.0,
243,Anguilla,2020-04-03,3,0,,15002.0,
244,Anguilla,2020-04-04,3,0,,15002.0,
245,Anguilla,2020-04-05,3,0,,15002.0,
246,Anguilla,2020-04-06,3,0,,15002.0,
247,Anguilla,2020-04-07,3,0,,15002.0,
248,Anguilla,2020-04-08,3,0,,15002.0,
249,Anguilla,2020-04-09,3,0,,15002.0,
250,Anguilla,2020-04-10,3,0,,15002.0,
251,Anguilla,2020-04-11,3,0,,15002.0,
252,Anguilla,2020-04-12,3,0,,15002.0,
253,Anguilla,2020-04-13,3,0,,15002.0,
254,Anguilla,2020-04-14,3,0,,15002.0,
255,Anguilla,2020-04-15,3,0,,15002.0,
256,Anguilla,2020-04-16,3,0,,15002.0,
257,Anguilla,2020-04-17,3,0,,15002.0,
258,Anguilla,2020-04-18,3,0,,15002.0,
259,Anguilla,2020-04-19,3,0,,15002.0,
260,Anguilla,2020-04-20,3,0,,15002.0,
261,Anguilla,2020-04-21,3,0,,15002.0,
262,Anguilla,2020-04-22,3,0,,15002.0,
263,Anguilla,2020-04-23,3,0,,15002.0,
264,Anguilla,2020-04-24,3,0,,15002.0,
265,Anguilla,2020-04-25,3,0,,15002.0,
266,Anguilla,2020-04-26,3,0,,15002.0,
267,Anguilla,2020-04-27,3,0,,15002.0,
268,Anguilla,2020-04-28,3,0,,15002.0,
269,Anguilla,2020-04-29,3,0,,15002.0,
270,Anguilla,2020-04-30,3,0,,15002.0,
271,Anguilla,2020-05-01,3,0,,15002.0,
272,Anguilla,2020-05-02,3,0,,15002.0,
273,Anguilla,2020-05-03,3,0,,15002.0,
274,Anguilla,2020-05-04,3,0,,15002.0,
275,Anguilla,2020-05-05,3,0,,15002.0,
276,Anguilla,2020-05-06,3,0,,15002.0,
277,Anguilla,2020-05-07,3,0,,15002.0,
278,Anguilla,2020-05-08,3,0,,15002.0,
279,Anguilla,2020-05-09,3,0,,15002.0,
280,Anguilla,2020-05-10,3,0,,15002.0,
281,Anguilla,2020-05-11,3,0,,15002.0,
282,Anguilla,2020-05-12,3,0,,15002.0,
283,Anguilla,2020-05-13,3,0,,15002.0,
284,Anguilla,2020-05-14,3,0,,15002.0,
285,Anguilla,2020-05-15,3,0,,15002.0,
286,Albania,2020-03-09,2,0,,2877800.0,38.0
287,Albania,2020-03-10,6,0,,2877800.0,38.0
288,Albania,2020-03-11,10,0,,2877800.0,38.0
289,Albania,2020-03-12,11,1,,2877800.0,38.0
290,Albania,2020-03-13,23,1,,2877800.0,38.0
291,Albania,2020-03-14,33,1,,2877800.0,38.0
292,Albania,2020-03-15,38,1,,2877800.0,38.0
293,Albania,2020-03-16,42,1,,2877800.0,38.0
294,Albania,2020-03-17,51,1,,2877800.0,38.0
295,Albania,2020-03-18,55,1,,2877800.0,38.0
296,Albania,2020-03-19,59,2,,2877800.0,38.0
297,Albania,2020-03-20,70,2,,2877800.0,38.0
298,Albania,2020-03-21,70,2,,2877800.0,38.0
299,Albania,2020-03-22,76,2,,2877800.0,38.0
300,Albania,2020-03-23,89,2,,2877800.0,38.0
301,Albania,2020-03-24,100,4,,2877800.0,38.0
302,Albania,2020-03-25,123,5,,2877800.0,38.0
303,Albania,2020-03-26,146,5,,2877800.0,38.0
304,Albania,2020-03-27,174,6,,2877800.0,38.0
305,Albania,2020-03-28,186,9,,2877800.0,38.0
306,Albania,2020-03-29,197,10,,2877800.0,38.0
307,Albania,2020-03-30,212,10,,2877800.0,38.0
308,Albania,2020-03-31,223,12,,2877800.0,38.0
309,Albania,2020-04-01,243,15,,2877800.0,38.0
310,Albania,2020-04-02,259,15,,2877800.0,38.0
311,Albania,2020-04-03,277,16,,2877800.0,38.0
312,Albania,2020-04-04,304,17,,2877800.0,38.0
313,Albania,2020-04-05,333,19,,2877800.0,38.0
314,Albania,2020-04-06,361,21,,2877800.0,38.0
315,Albania,2020-04-07,377,22,,2877800.0,38.0
316,Albania,2020-04-08,383,22,,2877800.0,38.0
317,Albania,2020-04-09,400,22,,2877800.0,38.0
318,Albania,2020-04-10,409,23,,2877800.0,38.0
319,Albania,2020-04-11,416,23,,2877800.0,38.0
320,Albania,2020-04-12,433,23,,2877800.0,38.0
321,Albania,2020-04-13,446,23,,2877800.0,38.0
322,Albania,2020-04-14,467,23,,2877800.0,38.0
323,Albania,2020-04-15,475,24,,2877800.0,38.0
324,Albania,2020-04-16,494,25,,2877800.0,38.0
325,Albania,2020-04-17,518,26,,2877800.0,38.0
326,Albania,2020-04-18,539,26,,2877800.0,38.0
327,Albania,2020-04-19,548,26,,2877800.0,38.0
328,Albania,2020-04-20,562,26,,2877800.0,38.0
329,Albania,2020-04-21,584,26,,2877800.0,38.0
330,Albania,2020-04-22,609,26,,2877800.0,38.0
331,Albania,2020-04-23,634,27,,2877800.0,38.0
332,Albania,2020-04-24,663,27,,2877800.0,38.0
333,Albania,2020-04-25,678,27,,2877800.0,38.0
334,Albania,2020-04-26,712,27,,2877800.0,38.0
335,Albania,2020-04-27,726,28,,2877800.0,38.0
336,Albania,2020-04-28,736,28,,2877800.0,38.0
337,Albania,2020-04-29,750,30,,2877800.0,38.0
338,Albania,2020-04-30,766,31,,2877800.0,38.0
339,Albania,2020-05-01,773,31,,2877800.0,38.0
340,Albania,2020-05-02,782,31,,2877800.0,38.0
341,Albania,2020-05-03,789,31,,2877800.0,38.0
342,Albania,2020-05-04,795,31,,2877800.0,38.0
343,Albania,2020-05-05,803,31,,2877800.0,38.0
344,Albania,2020-05-06,820,31,,2877800.0,38.0
345,Albania,2020-05-07,832,31,,2877800.0,38.0
346,Albania,2020-05-08,842,31,,2877800.0,38.0
347,Albania,2020-05-09,850,31,,2877800.0,38.0
348,Albania,2020-05-10,856,31,,2877800.0,38.0
349,Albania,2020-05-11,868,31,,2877800.0,38.0
350,Albania,2020-05-12,872,31,,2877800.0,38.0
351,Albania,2020-05-13,876,31,,2877800.0,38.0
352,Albania,2020-05-14,880,31,,2877800.0,38.0
353,Albania,2020-05-15,898,31,,2877800.0,38.0
354,Andorra,2020-03-03,1,0,,77265.0,
355,Andorra,2020-03-14,2,0,,77265.0,
356,Andorra,2020-03-16,5,0,,77265.0,
357,Andorra,2020-03-17,14,0,,77265.0,
358,Andorra,2020-03-18,14,0,,77265.0,
359,Andorra,2020-03-19,53,0,,77265.0,
360,Andorra,2020-03-20,75,0,,77265.0,
361,Andorra,2020-03-21,75,0,,77265.0,
362,Andorra,2020-03-22,88,0,,77265.0,
363,Andorra,2020-03-23,113,0,,77265.0,
364,Andorra,2020-03-24,133,0,,77265.0,
365,Andorra,2020-03-25,164,0,,77265.0,
366,Andorra,2020-03-26,188,0,,77265.0,
367,Andorra,2020-03-27,224,3,,77265.0,
368,Andorra,2020-03-28,267,3,,77265.0,
369,Andorra,2020-03-29,308,4,,77265.0,
370,Andorra,2020-03-30,334,6,,77265.0,
371,Andorra,2020-03-31,370,8,,77265.0,
372,Andorra,2020-04-01,376,12,,77265.0,
373,Andorra,2020-04-02,390,14,,77265.0,
374,Andorra,2020-04-03,428,15,,77265.0,
375,Andorra,2020-04-04,439,16,,77265.0,
376,Andorra,2020-04-05,466,17,,77265.0,
377,Andorra,2020-04-06,501,18,,77265.0,
378,Andorra,2020-04-07,526,21,,77265.0,
379,Andorra,2020-04-08,545,22,,77265.0,
380,Andorra,2020-04-09,564,23,,77265.0,
381,Andorra,2020-04-10,583,25,,77265.0,
382,Andorra,2020-04-11,601,26,,77265.0,
383,Andorra,2020-04-12,622,28,,77265.0,
384,Andorra,2020-04-13,638,29,,77265.0,
385,Andorra,2020-04-14,646,29,,77265.0,
386,Andorra,2020-04-15,659,31,,77265.0,
387,Andorra,2020-04-16,673,33,,77265.0,
388,Andorra,2020-04-17,682,33,,77265.0,
389,Andorra,2020-04-18,696,35,,77265.0,
390,Andorra,2020-04-19,704,35,,77265.0,
391,Andorra,2020-04-20,713,36,,77265.0,
392,Andorra,2020-04-21,717,36,,77265.0,
393,Andorra,2020-04-22,717,37,,77265.0,
394,Andorra,2020-04-23,723,37,,77265.0,
395,Andorra,2020-04-24,724,37,,77265.0,
396,Andorra,2020-04-25,731,40,,77265.0,
397,Andorra,2020-04-26,733,40,,77265.0,
398,Andorra,2020-04-27,740,40,,77265.0,
399,Andorra,2020-04-28,743,40,,77265.0,
400,Andorra,2020-04-29,743,41,,77265.0,
401,Andorra,2020-04-30,743,42,,77265.0,
402,Andorra,2020-05-01,745,42,,77265.0,
403,Andorra,2020-05-02,746,43,,77265.0,
404,Andorra,2020-05-03,747,44,,77265.0,
405,Andorra,2020-05-04,748,45,,77265.0,
406,Andorra,2020-05-05,750,45,,77265.0,
407,Andorra,2020-05-06,751,46,,77265.0,
408,Andorra,2020-05-07,751,46,,77265.0,
409,Andorra,2020-05-08,752,47,,77265.0,
410,Andorra,2020-05-09,752,47,,77265.0,
411,Andorra,2020-05-10,754,48,,77265.0,
412,Andorra,2020-05-11,755,48,,77265.0,
413,Andorra,2020-05-12,756,48,,77265.0,
414,Andorra,2020-05-13,758,48,,77265.0,
415,Andorra,2020-05-14,760,49,,77265.0,
416,Andorra,2020-05-15,761,49,,77265.0,
417,United Arab Emirates,2019-12-31,0,0,,9890400.0,34.0
418,United Arab Emirates,2020-01-01,0,0,,9890400.0,34.0
419,United Arab Emirates,2020-01-02,0,0,,9890400.0,34.0
420,United Arab Emirates,2020-01-03,0,0,,9890400.0,34.0
421,United Arab Emirates,2020-01-04,0,0,,9890400.0,34.0
422,United Arab Emirates,2020-01-05,0,0,,9890400.0,34.0
423,United Arab Emirates,2020-01-06,0,0,,9890400.0,34.0
424,United Arab Emirates,2020-01-07,0,0,,9890400.0,34.0
425,United Arab Emirates,2020-01-08,0,0,,9890400.0,34.0
426,United Arab Emirates,2020-01-09,0,0,,9890400.0,34.0
427,United Arab Emirates,2020-01-10,0,0,,9890400.0,34.0
428,United Arab Emirates,2020-01-11,0,0,,9890400.0,34.0
429,United Arab Emirates,2020-01-12,0,0,,9890400.0,34.0
430,United Arab Emirates,2020-01-13,0,0,,9890400.0,34.0
431,United Arab Emirates,2020-01-14,0,0,,9890400.0,34.0
432,United Arab Emirates,2020-01-15,0,0,,9890400.0,34.0
433,United Arab Emirates,2020-01-16,0,0,,9890400.0,34.0
434,United Arab Emirates,2020-01-17,0,0,,9890400.0,34.0
435,United Arab Emirates,2020-01-18,0,0,,9890400.0,34.0
436,United Arab Emirates,2020-01-19,0,0,,9890400.0,34.0
437,United Arab Emirates,2020-01-20,0,0,,9890400.0,34.0
438,United Arab Emirates,2020-01-21,0,0,,9890400.0,34.0
439,United Arab Emirates,2020-01-22,0,0,,9890400.0,34.0
440,United Arab Emirates,2020-01-23,0,0,,9890400.0,34.0
441,United Arab Emirates,2020-01-24,0,0,,9890400.0,34.0
442,United Arab Emirates,2020-01-25,0,0,,9890400.0,34.0
443,United Arab Emirates,2020-01-26,0,0,,9890400.0,34.0
444,United Arab Emirates,2020-01-27,1,0,,9890400.0,34.0
445,United Arab Emirates,2020-01-28,1,0,,9890400.0,34.0
446,United Arab Emirates,2020-01-29,1,0,,9890400.0,34.0
447,United Arab Emirates,2020-01-30,4,0,,9890400.0,34.0
448,United Arab Emirates,2020-01-31,4,0,,9890400.0,34.0
449,United Arab Emirates,2020-02-01,4,0,,9890400.0,34.0
450,United Arab Emirates,2020-02-02,5,0,,9890400.0,34.0
451,United Arab Emirates,2020-02-03,5,0,,9890400.0,34.0
452,United Arab Emirates,2020-02-04,5,0,,9890400.0,34.0
453,United Arab Emirates,2020-02-05,5,0,,9890400.0,34.0
454,United Arab Emirates,2020-02-06,5,0,,9890400.0,34.0
455,United Arab Emirates,2020-02-07,5,0,,9890400.0,34.0
456,United Arab Emirates,2020-02-08,7,0,,9890400.0,34.0
457,United Arab Emirates,2020-02-09,7,0,,9890400.0,34.0
458,United Arab Emirates,2020-02-10,7,0,,9890400.0,34.0
459,United Arab Emirates,2020-02-11,8,0,,9890400.0,34.0
460,United Arab Emirates,2020-02-12,8,0,,9890400.0,34.0
461,United Arab Emirates,2020-02-13,8,0,,9890400.0,34.0
462,United Arab Emirates,2020-02-14,8,0,,9890400.0,34.0
463,United Arab Emirates,2020-02-15,8,0,,9890400.0,34.0
464,United Arab Emirates,2020-02-16,8,0,,9890400.0,34.0
465,United Arab Emirates,2020-02-17,9,0,,9890400.0,34.0
466,United Arab Emirates,2020-02-18,9,0,,9890400.0,34.0
467,United Arab Emirates,2020-02-19,9,0,,9890400.0,34.0
468,United Arab Emirates,2020-02-20,9,0,,9890400.0,34.0
469,United Arab Emirates,2020-02-21,9,0,,9890400.0,34.0
470,United Arab Emirates,2020-02-22,11,0,,9890400.0,34.0
471,United Arab Emirates,2020-02-23,13,0,,9890400.0,34.0
472,United Arab Emirates,2020-02-24,13,0,,9890400.0,34.0
473,United Arab Emirates,2020-02-25,13,0,,9890400.0,34.0
474,United Arab Emirates,2020-02-26,13,0,,9890400.0,34.0
475,United Arab Emirates,2020-02-27,13,0,,9890400.0,34.0
476,United Arab Emirates,2020-02-28,19,0,,9890400.0,34.0
477,United Arab Emirates,2020-02-29,19,0,,9890400.0,34.0
478,United Arab Emirates,2020-03-01,21,0,,9890400.0,34.0
479,United Arab Emirates,2020-03-02,21,0,,9890400.0,34.0
480,United Arab Emirates,2020-03-04,27,0,,9890400.0,34.0
481,United Arab Emirates,2020-03-06,29,0,,9890400.0,34.0
482,United Arab Emirates,2020-03-08,45,0,,9890400.0,34.0
