,date,infected,exposed,removed,recovered,succeptable,beta,rcovered
0,2020-03-04,1.8154476391689066e-08,2.474195782524479e-08,2.1785371670026877e-09,,0.9999999549250286,-0.15714286422606524,2.1785371670026877e-09
1,2020-03-05,1.960683450302419e-08,1.914000511009506e-08,3.475285480694764e-09,,0.9999999577778749,0.7989418326748203,2.1785371670026877e-09
2,2020-03-06,2.0333013558691753e-08,3.2678057505040316e-08,4.875773659482206e-09,,0.9999999421131552,0.8903061739859953,2.1785371670026877e-09
3,2020-03-07,2.251155072569444e-08,4.7149768685843895e-08,6.328131770817331e-09,,0.9999999240105488,0.04608295281057434,2.1785371670026877e-09
4,2020-03-08,2.6142446004032254e-08,4.2948304149481575e-08,7.936099679795506e-09,,0.9999999229731502,2.253968427584341,2.1785371670026877e-09
5,2020-03-09,2.9047162226702506e-08,9.710051372926265e-08,9.803417251512096e-09,,0.9999998640489068,-1.0107144231220149,2.1785371670026877e-09
6,2020-03-10,3.7761310894713255e-08,5.695318593735602e-08,1.1878214553419418e-08,,0.9999998934072886,1.267857278001486,2.9047162226702503e-09
7,2020-03-11,4.139220617305107e-08,9.850100190805007e-08,1.4575451045898937e-08,,0.9999998455313409,-0.08521304574419743,2.9047162226702503e-09
8,2020-03-12,4.9380175785394256e-08,8.402929072724655e-08,1.753203720111687e-08,,0.9999998490584963,1.8529414561563569,2.9047162226702503e-09
9,2020-03-13,5.518960823073476e-08,1.6619126388277642e-07,2.1059192614359315e-08,,0.9999997575599353,-1.6278199435209537,2.9047162226702503e-09
10,2020-03-14,6.9713189344086e-08,5.788684472321419e-08,2.5001307487983227e-08,,0.9999998473986584,0.480654835253337,2.9047162226702503e-09
11,2020-03-15,7.116554745542112e-08,8.496294951310492e-08,2.99808210125608e-08,,0.999999813890682,1.5495629706038503,9.440327723678314e-09
12,2020-03-16,7.552262178942651e-08,1.8579809838580068e-07,3.506407440223374e-08,,0.9999997036152054,-0.2026099501603984,9.440327723678314e-09
