,date,infected,exposed,removed,recovered,succeptable,beta,rcovered
0,2020-02-22,9.755162452637652e-07,1.4168605804393938e-05,4.9602520945615185e-08,,0.9999848062754294,-0.4455273503336516,1.6534173648538396e-08
1,2020-02-23,2.480126047280759e-06,1.2159703706096522e-05,1.1928225275016984e-07,,0.9999852408879939,1.9890769760574962,3.306834729707679e-08
2,2020-02-24,3.654052376326985e-06,1.5741714325812016e-05,2.9643411327022406e-07,,0.9999803077991846,2.2472970014765945,1.6534173648538396e-08
3,2020-02-25,5.14212800469544e-06,2.2204214197583603e-05,5.574378544364373e-07,,0.9999720962199433,1.552638639140285,1.6534173648538396e-08
4,2020-02-26,7.241968058059817e-06,2.7720723134178083e-05,9.247327119146829e-07,,0.9999641125760959,2.152882218996289,4.9602520945615185e-08
5,2020-02-27,9.804764973583267e-06,4.0231187524104326e-05,1.4420161446332412e-06,,0.9999485220313576,0.763831177861185,7.440378141842278e-07
6,2020-02-28,1.3574556565450022e-05,4.324985522736605e-05,2.142356499889189e-06,,0.9999410332317072,3.7368655570799802,7.605719878327662e-07
7,2020-02-29,1.741048485191093e-05,8.916761747416408e-05,3.111967683135619e-06,,0.9998903099299908,-1.3846994389926222,7.605719878327662e-07
8,2020-03-01,2.6074391843745048e-05,5.515446025431368e-05,4.3555737439864e-06,,0.9999144155741579,1.3105116520949764,1.3723364128286868e-06
9,2020-03-02,3.0340208645067953e-05,8.319405673742786e-05,6.2180303042539035e-06,,0.9998802477043133,0.5282454306543897,2.463591873632221e-06
10,2020-03-03,3.7416834966642385e-05,8.997542995813556e-05,8.3851880646159e-06,,0.9998642225470106,0.9777856872018228,2.645467783766143e-06
11,2020-03-04,4.4741473892944896e-05,0.00011655883814777492,1.1057819133661784e-05,,0.9998276418688257,0.5294968168776181,4.563431926996597e-06
12,2020-03-05,5.449663634558255e-05,0.00012729424089529022,1.4253638697443562e-05,,0.9998039554840616,1.8143726881066333,6.845147890494896e-06
13,2020-03-06,6.474782400767636e-05,0.00021200826059598012,1.8146255579270887e-05,,0.9997050976598171,0.9680550716666602,8.64737281818558e-06
14,2020-03-07,8.367945283525283e-05,0.0002511127622871768,2.277110015124777e-05,,0.9996424366847263,0.9859143864151958,9.738628278989114e-06
15,2020-03-08,0.00010560376709321473,0.0003056826214017745,2.8748203925194402e-05,,0.9995599654075799,-0.6296022385602679,1.0284256009390882e-05
16,2020-03-09,0.0001320253765835791,0.00020525877471016605,3.629133014613831e-05,,0.9996264245185601,1.3508400911354597,1.1970741721541798e-05
17,2020-03-10,0.00014540152306524666,0.00036073079053977576,4.572171418782253e-05,,0.9994481459722071,-1.4319120752528258,1.1970741721541798e-05
18,2020-03-11,0.0001750968989380216,0.00011256229217444245,5.610753726391157e-05,,0.9996562332716237,3.78236054918543,1.7278211462722624e-05
19,2020-03-12,0.0001750968989380216,0.0007621073039572732,6.86144586166274e-05,,0.998994181338488,-0.5862837461242929,1.7278211462722624e-05
20,2020-03-13,0.0002472685669138917,0.0005748755025736282,8.112137996934323e-05,,0.9990967345505432,0.41374717722441223,2.379267588024675e-05
21,2020-03-14,0.0002934815822615565,0.000613214708227378,9.878342046319263e-05,,0.9989945202890479,0.14143395947971357,3.250618539302648e-05
22,2020-03-15,0.00034065357968083654,0.0005865462671446887,0.00011974639062473238,,0.9989530537625497,0.4956166853149857,3.860729546933715e-05
23,2020-03-16,0.00038149298859272633,0.0006900312979860848,0.00014407878917336355,,0.9987843969242478,0.15142454492769084,4.545244335983205e-05
24,2020-03-17,0.0004309136336282077,0.0006710583337243858,0.00017132828835855827,,0.9987266997442888,0.8721048932090678,4.8627004700351416e-05
25,2020-03-18,0.0004746961254495373,0.0009718196764409136,0.00020210783361771596,,0.9983513763644918,0.6043301438788863,6.655004893536703e-05
26,2020-03-19,0.0005487692233949893,0.0011502399442822912,0.00023601469972125435,,0.9980649761326015,0.003978343392362334,7.341173099951047e-05
27,2020-03-20,0.0006373758599775066,0.0010246144739131007,0.000275212501392325,,0.998062797164717,0.20706760096455964,7.341173099951047e-05
28,2020-03-21,0.0007056950654932673,0.001042492639676785,0.0003207393485335755,,0.9979310729462963,0.18680265152002545,0.00010039550239392513
29,2020-03-22,0.0007711207906205338,0.0010582130957793338,0.00037114613892595173,,0.9977995199746742,0.17254155327332654,0.00011613603570733368
30,2020-03-23,0.000833619967012009,0.0010733914671886894,0.000426226195398847,,0.9976667623704004,0.16791699383241715,0.00012288197855593735
31,2020-03-24,0.0008933414022305293,0.0010937781032973408,0.0004857704787568476,,0.9975271100157153,0.3451715427482375,0.00013766352979773067
32,2020-03-25,0.000951062202437577,0.0012798407024015527,0.0005495805789161711,,0.9972195165162447,0.1860034740339737,0.00015479293369761646
33,2020-03-26,0.0010253337104668115,0.0013140451836307656,0.0006175135933759981,,0.9970431075125264,0.07940713780958761,0.0001713105731725063
34,2020-03-27,0.001098100608694029,0.0012492182317920557,0.0006907517155521988,,0.9969619294439617,0.18452676565256892,0.00018104920145149543
35,2020-03-28,0.0011584668766848427,0.0013124295586628228,0.0007691874733160581,,0.9967599160913363,-0.11785645472408839,0.00020475920646349948
36,2020-03-29,0.0012215447491540168,0.0010305136308684172,0.0008519351073649754,,0.9968960065126126,0.16450047614581995,0.0002154402826404553
37,2020-03-30,0.001248793067326808,0.0011163330781787527,0.0009391883037331195,,0.9966956855507613,0.2168796130028221,0.00024172961874163132
38,2020-03-31,0.0012836305712042783,0.0012622388935402786,0.0010283878085421772,,0.9964257427267132,0.08054070467275976,0.0002600660173178604
