,date,infected,exposed,removed,succeptable,beta
0,2020-02-27,5.824419174742032e-07,2.6209906671826645e-06,1.9925644545170112e-07,0.9999965973109699,5.563932984969732
1,2020-02-28,8.736628762113049e-07,5.487220572919927e-06,2.824623504563134e-07,0.9999933566542004,0.05513647155220712
2,2020-02-29,1.5327418880900085e-06,4.751503071840209e-06,4.0727120796323174e-07,0.999993308483832,2.912878661576829
3,2020-03-01,1.992564454517011e-06,8.537378861475754e-06,6.262341158701061e-07,0.9999888438225681,-1.5033162020341007
4,2020-03-02,2.927537006251916e-06,4.322333519210338e-06,9.108858961490428e-07,0.9999918392435784,2.7711543581737117
5,2020-03-03,3.1267934517036175e-06,1.1817448647829158e-05,1.3291050502511728e-06,0.9999837266528502,1.314447395361115
6,2020-03-04,4.368314381056524e-06,1.4239182011223812e-05,1.7757893823811964e-06,0.9999796167142253,5.307881992080021
7,2020-03-05,5.778436918099332e-06,3.539103980860118e-05,2.3998336699157882e-06,0.9999564306896034,1.9784873392604068
8,2020-03-06,1.0008804529227755e-05,4.176724820889641e-05,3.2253238327247048e-06,0.9999449986234291,-0.2262225681282064
9,2020-03-07,1.4545720517974181e-05,3.353641150210037e-05,4.655151621356594e-06,0.9999472627163586,-0.17749025076535047
10,2020-03-08,1.7258673659893497e-05,2.616391293493572e-05,6.7331096173928314e-06,0.9999498443037877,3.34906710978673
11,2020-03-09,1.8530849427008204e-05,8.022377211555372e-05,9.198631960424237e-06,0.999892046746497,0.6598839644947446
12,2020-03-10,2.7344115283525752e-05,8.099013501269579e-05,1.1845893517018349e-05,0.9998798198561868,-1.258641517083723
13,2020-03-11,3.50078247239758e-05,3.50078247239758e-05,1.5752191794076986e-05,0.999914232158758,4.381853523084774
14,2020-03-12,3.50078247239758e-05,0.00018339271529486007,2.0753304610669997e-05,0.9997608461553705,-0.3931406944903486
15,2020-03-13,5.620564503626061e-05,0.0001434340731158911,2.5754417427263007e-05,0.9997746058644206,-0.9028893093384023
16,2020-03-14,6.866683658643238e-05,7.22074738885576e-05,3.378378726020809e-05,0.9998253419022648,3.4456942487632953
17,2020-03-15,6.917264140950208e-05,0.0002984557297319747,4.3593325534436065e-05,0.999588778303324,-0.6227453589507946
18,2020-03-16,0.00010192733555798556,0.00021276001231845083,5.34751215682733e-05,0.9996318375305553,0.8075155528602592
19,2020-03-17,0.00011776055926195535,0.00026464336128042285,6.803615494408044e-05,0.9995495599245136,0.9233071591570705
20,2020-03-18,0.00013874379570990756,0.00033551739607650327,8.48590751585656e-05,0.9994408797330551,0.4802885288869132
21,2020-03-19,0.00016685428193747833,0.00035418618283173997,0.00010467959758229587,0.9993742799376485,0.4188861006602007
22,2020-03-20,0.00019361595530352987,0.0003734374134357077,0.0001285158997370382,0.9993044307315238,0.5360418879879042
23,2020-03-21,0.0002193047093479184,0.00042380333655551457,0.0001561752942638346,0.9992007166598327,1.3903349210374027
24,2020-03-22,0.00024851876973491397,0.0006679233519775652,0.00018750450712715018,0.9988960533711604,0.016317108319109472
25,2020-03-23,0.0003084336501403524,0.000576556456746744,0.0002230071530151708,0.9988920027400977,0.5584737177273111
26,2020-03-24,0.0003467368699237217,0.0006662525634306586,0.00026706905897327113,0.9987199415076724,0.7081258689758052
27,2020-03-25,0.0003923819233510422,0.0008162927712509437,0.0003166028479999642,0.9984747224573981,0.42483308602168485
28,2020-03-26,0.0004529405553494784,0.0008661221993035455,0.00037265735242412404,0.9983082798929228,0.6063376947550034
29,2020-03-27,0.0005119664454598246,0.0010165609070323983,0.00043736308133968447,0.9980341095661681,-0.015667744546003008
30,2020-03-28,0.0005840512964566978,0.0008633324751667564,0.0005105010718387386,0.9980421151565378,0.6222017710747684
31,2020-03-29,0.0006239485678036806,0.0011026856478667945,0.0005939368878966531,0.9976794288964329,0.9135980371974942
32,2020-03-30,0.0006923395108502569,0.0015138746569827665,0.0006830723084473835,0.9971107135237196,0.05821183789717944
33,2020-03-31,0.0008097015572213088,0.0013377929754352586,0.0007819778539489186,0.9970705276133945,-0.034236483809632824
34,2020-04-01,0.000885143112953099,0.0011190397589722803,0.0008976493893088831,0.9970981677387657,0.5949986870976874
35,2020-04-02,0.0009185568861134612,0.0014843078101772881,0.001024098278996024,0.9965730370247132,2.7077796820465583
36,2020-04-03,0.0009993783658724473,0.003750990009821036,0.0011553205600755346,0.994094311064231,-1.5187480476450448
37,2020-04-04,0.001392465350492011,0.0017062945659076561,0.0012980887552889748,0.9956031513283113,0.38345873580606926
38,2020-04-05,0.0014372980507186437,0.001994143735507428,0.001497012177864212,0.9950715460359097,0.698312950472182
39,2020-04-06,0.001516847354710515,0.002708003576777007,0.0017023402654957251,0.9940728088030167,-0.14347434178391594
40,2020-04-07,0.0016870123591262679,0.002104807560777044,0.0019190325280476052,0.9942891475520491,0.27420083808527534
41,2020-04-08,0.0017466973282484928,0.0022640595425166086,0.0021600340526353066,0.9938292090765996,0.37278323544608943
42,2020-04-09,0.001820606142092193,0.002587744224219324,0.0024095619928569015,0.9931820876408316,0.12537539381991958
43,2020-04-10,0.0019301971870906286,0.002444769808332828,0.002669648324497766,0.9929553846800788,0.11684789132825572
44,2020-04-11,0.0020037074880434255,0.0023194679601693203,0.002945390504053972,0.9927314340477332,-0.9994833543775791
45,2020-04-12,0.0020488160818099145,0.0,0.0,0.0,0.0
