,date,infected,exposed,removed,succeptable,beta
0,2020-02-22,1.0251187662093804e-06,1.1788876575165686e-05,4.9602520945615185e-08,0.9999871364021377,0.9977063986078767
1,2020-02-23,2.5627969155234513e-06,1.1127507430176852e-05,1.9604791252998868e-07,0.9999861136477418,1.9557882426363058
2,2020-02-24,3.7863257655152923e-06,1.4550083574471596e-05,5.621613914909224e-07,0.9999811014292685,2.1166972907642356
3,2020-02-25,5.324003914829363e-06,2.048585631239147e-05,1.1030645313751406e-06,0.9999730870752414,2.500068684783066
4,2020-02-26,7.489980662787893e-06,3.08693255811661e-05,1.863635758635919e-06,0.9999597770579974,1.5137792948382747
5,2020-02-27,1.0829883739792648e-05,3.779714792782295e-05,2.933631926179809e-06,0.9999484393364062,0.9291645251334724
6,2020-02-28,1.4682346199902094e-05,4.24597857068861e-05,4.4807566275953674e-06,0.9999383771114656,3.253420415346361
7,2020-02-29,1.865054787555131e-05,8.415900937952194e-05,6.578232558674781e-06,0.9998906122101863,-0.24369587011996754
8,2020-03-01,2.8008890160624042e-05,6.759174145807625e-05,9.242593876532414e-06,0.9998951567745048,1.0591432907526233
9,2020-03-02,3.366357754842417e-05,8.759810592448478e-05,1.3243859898208684e-05,0.9998654944566289,1.0167662788741256
10,2020-03-03,4.136850246864306e-05,0.00010930748992947479,1.8052937596043918e-05,0.9998312710700058,1.121463998800751
11,2020-03-04,5.10740624003351e-05,0.00014007760815396307,2.396271775320686e-05,0.9997848856116925,0.6612899823523206
12,2020-03-05,6.378884193606113e-05,0.00015383404167120096,3.125900508553153e-05,0.9997511181113072,1.397482486412226
13,2020-03-06,7.6652429034624e-05,0.00022097937513966177,4.037168767799142e-05,0.9996619965081477,1.0511073847398036
14,2020-03-07,9.727054357435138e-05,0.00026995362584276864,5.13220237325907e-05,0.9995814538068503,1.0134158094681986
15,2020-03-08,0.00012193953065797066,0.00032992310896651347,6.521780177599181e-05,0.9994829195585995,-0.14820346226500605
16,2020-03-09,0.00015165144070439416,0.0002647287673640749,8.263771730719753e-05,0.9995009820746243,1.376209404274903
17,2020-03-10,0.00016780532835901618,0.00043551040160757446,0.00010430218717190516,0.9992923820828615,-0.9973714883535867
18,2020-03-11,0.00020604887200808547,0.00020604887200808547,0.00012827435296528913,0.9994596279030186,3.064271825168455
19,2020-03-12,0.00020604887200808547,0.0008076619159968474,0.0001577098766737482,0.9988285793353213,0.021632789900535226
20,2020-03-13,0.00029199350663318803,0.000696733948116201,0.00018714540038220729,0.9988241271448685,0.5764340572717405
21,2020-03-14,0.00034981351188212683,0.0007653177111740958,0.00022885871675930463,0.9986560100601845,0.36459754722159915
22,2020-03-15,0.00040917119528037965,0.0007833564533057099,0.0002788320256262496,0.9985286403257877,0.4877376492273441
23,2020-03-16,0.00046262617868610427,0.0008707230607762112,0.00033728499507041884,0.9983293657654673,0.566211966941748
24,2020-03-17,0.0005209256749708507,0.001007841041662024,0.00040337438307897963,0.9980678589002882,0.6589212099741365
25,2020-03-18,0.0005904849435102517,0.0012064496645776226,0.00047779226222829046,0.9977252731296838,0.5723504860696511
26,2020-03-19,0.0006784798156677731,0.0013712954527044653,0.0005621471698033345,0.9973880775618245,0.5334059111517517
27,2020-03-20,0.0007774533791279238,0.0015363561743249833,0.0006590727608301856,0.997027117685717,0.2741454719725791
28,2020-03-21,0.0008858679557413901,0.0015293786376531866,0.0007701374182122634,0.9968146159883932,0.25047097605313356
29,2020-03-22,0.0009777979612272637,0.0015320736187228738,0.0008966898567656111,0.9965934385632843,0.36049417708474923
30,2020-03-23,0.001056980118830114,0.0016644958687141089,0.0010363751401126543,0.9962421488723431,0.3039472500082032
31,2020-03-24,0.001143767996311292,0.0017467699122754039,0.0011873721489483679,0.9959220899424649,0.39558335664179256
32,2020-03-25,0.001229911041020177,0.0019478421129444344,0.0013507674135974101,0.995471479432438,0.28325188284271213
33,2020-03-26,0.0013324725201620607,0.002016376228690263,0.0015264688151844295,0.9951246824359632,0.2965942524446947
34,2020-03-27,0.001430172952251274,0.002121599717312618,0.001716821841997221,0.9947314054884389,0.22088954552270307
35,2020-03-28,0.0015289481056276425,0.0021327601969107074,0.0019211320594369813,0.9944171596380247,0.1682903506784313
36,2020-03-29,0.0016152068895520673,0.0020839511812324224,0.0021395529989626295,0.9941612889302529,0.22731539023405306
37,2020-03-30,0.0016821702928286478,0.002151261802502839,0.002370296609583369,0.9937962712950852,0.2743915184306938
38,2020-03-31,0.0017491832986261738,0.002302648780802831,0.0026106064111059914,0.993337561509465,0.22723161693179433
39,2020-04-01,0.0018282497170134845,0.0023685209154243234,0.002860489489597831,0.9929427398779643,0.22361283390145842
40,2020-04-02,0.0019054312396048617,0.002436096073519535,0.0031216677594212263,0.9925368049274543,0.23756487385538944
41,2020-04-03,0.0019812404257834103,0.002537367912579485,0.003393871950017458,0.9920875197116197,0.19604091186219696
42,2020-04-04,0.002060687130164637,0.0025602180839652323,0.0036769060135235987,0.9917021887723465,0.17328418380595653
43,2020-04-05,0.002132048623631729,0.0025485944769052114,0.0039712895948775286,0.9913480673045856,0.16974670665969127
44,2020-04-06,0.0021915551145928187,0.002543286942350003,0.004275867665103687,0.9909892902779535,0.23290181523489678
45,2020-04-07,0.0022418024683107268,0.002685778543097356,0.0045889466541090725,0.9904834723344829,0.22053880745759089
46,2020-04-08,0.0023052275584265203,0.0027917957071238566,0.004909203829324538,0.9899937729051251,0.19238572054937497
47,2020-04-09,0.0023747372244449757,0.002832023322328699,0.005238521722638675,0.9895547177305877,0.23655795092184634
