,country,confirmed,deaths,recovered,active,critical,case_per_mn,deaths_per_mn,total_test,tests_per_mn,continent
42,Qatar,"9,358",10 ,929,"8,419",72,"3,248",3,"79,705","27,665",Asia
43,Indonesia,"8,607",720 ,"1,042","6,845",,31,3,"67,828",248,Asia
44,Denmark,"8,445",418 ,"5,669","2,358",70,"1,458",72,"136,738","23,607",Europe
45,Ukraine,"8,125",201 ,782,"7,142",104,186,5,"83,577","1,911",Europe
46,Serbia,"7,779",151 ,"1,152","6,476",91,890,17,"59,938","6,860",Europe
47,Norway,"7,499",201 ,32,"7,266",50,"1,383",37,"155,125","28,614",Europe
48,Czechia,"7,352",218 ,"2,453","4,681",71,687,20,"210,705","19,676",Europe
49,Philippines,"7,294",494 ,792,"6,008",1,67,5,"81,292",742,Asia
50,Australia,"6,710",83 ,"5,523","1,104",42,263,3,"499,000","19,569",Australia/Oceania
51,Dominican Republic,"5,926",273 ,822,"4,831",136,546,25,"21,284","1,962",North America
52,Malaysia,"5,742",98 ,"3,762","1,882",36,177,3,"126,970","3,923",Asia
53,Panama,"5,538",159 ,338,"5,041",85,"1,283",37,"25,400","5,887",North America
54,Colombia,"5,142",233 ,"1,067","3,842",117,101,5,"78,078","1,534",South America
55,Bangladesh,"4,998",140 ,113,"4,745",1,30,0.9,"43,113",262,Asia
56,Finland,"4,475",186 ,"2,500","1,789",60,808,34,"77,800","14,041",Europe
57,South Africa,"4,361",86 ,"1,473","2,802",36,74,1,"161,004","2,715",Africa
58,Egypt,"4,319",307 ,"1,114","2,898",,42,3,"90,000",879,Africa
59,Morocco,"3,897",159 ,537,"3,201",1,106,4,"25,443",689,Africa
60,Argentina,"3,780",185 ,"1,030","2,565",144,84,4,"47,406","1,049",South America
61,Luxembourg,"3,711",85 ,"3,088",538,26,"5,928",136,"38,514","61,526",Europe
62,Moldova,"3,304",94 ,825,"2,385",212,819,23,"11,763","2,916",Europe
63,Algeria,"3,256",419 ,"1,479","1,358",40,74,10,"6,500",148,Africa
64,Thailand,"2,907",51 ,"2,547",309,61,42,0.7,"142,589","2,043",Asia
65,Kuwait,"2,892",19 ,656,"2,217",58,677,4,,,Asia
66,Kazakhstan,"2,601",25 ,646,"1,930",31,139,1,"180,502","9,613",Asia
67,Bahrain,"2,588",8 ,"1,160","1,420",2,"1,521",5,"110,379","64,869",Asia
68,Greece,"2,506",130 ,577,"1,799",47,240,12,"63,087","6,053",Europe
69,Hungary,"2,443",262 ,458,"1,723",61,253,27,"60,801","6,294",Europe
70,Croatia,"2,016",54 ,"1,034",928,21,491,13,"30,913","7,530",Europe
71,Oman,"1,905",10 ,329,"1,566",3,373,2,,,Asia
72,Uzbekistan,"1,862",8 ,707,"1,147",8,56,0.2,"210,000","6,274",Asia
73,Iceland,"1,790",10 ,"1,570",210,4,"5,246",29,"45,971","134,716",Europe
74,Iraq,"1,763",86 ,"1,224",453,,44,2,"68,224","1,696",Asia
75,Armenia,"1,677",28 ,803,846,10,566,9,"17,342","5,852",Asia
76,Estonia,"1,635",46 ,228,"1,361",6,"1,233",35,"47,331","35,680",Europe
77,Azerbaijan,"1,617",21 ,"1,080",516,15,159,2,"120,479","11,883",Asia
78,Cameroon,"1,518",53 ,697,768,28,57,2,,,Africa
79,Bosnia and Herzegovina,"1,486",57 ,592,837,4,453,17,"24,676","7,521",Europe
80,New Zealand,"1,470",18 ,"1,142",310,1,305,4,"120,981","25,088",Australia/Oceania
81,Afghanistan,"1,463",47 ,188,"1,228",7,38,1,"7,425",191,Asia
82,Lithuania,"1,426",41 ,460,925,17,524,15,"98,948","36,347",Europe
83,Slovenia,"1,388",81 ,219,"1,088",23,668,39,"48,179","23,175",Europe
84,Slovakia,"1,373",17 ,386,970,7,251,3,"66,089","12,105",Europe
85,North Macedonia,"1,367",59 ,374,934,14,656,28,"14,758","7,084",Europe
86,Cuba,"1,337",51 ,437,849,11,118,5,"37,991","3,354",North America
87,Ghana,"1,279",10 ,134,"1,135",4,41,0.3,"88,188","2,838",Africa
88,Bulgaria,"1,247",55 ,197,995,37,179,8,"27,000","3,886",Europe
89,Nigeria,"1,182",35 ,222,925,2,6,0.2,"10,061",49,Africa
90,Ivory Coast,"1,077",14 ,419,644,,41,0.5,,,Africa
91,Hong Kong,"1,038",4 ,753,281,4,138,0.5,"145,640","19,426",Asia
92,Djibouti,"1,008",2 ,373,633,,"1,020",2,"11,431","11,570",Africa
93,Guinea,996,7 ,208,781,,76,0.5,,,Africa
94,Tunisia,939,38 ,207,694,19,79,3,"20,408","1,727",Africa
95,Bolivia,866,46 ,54,766,3,74,4,"4,995",428,South America
96,Cyprus,810,14 ,148,648,15,671,12,"43,542","36,064",Asia
97,Latvia,804,12 ,267,525,6,426,6,"45,743","24,251",Europe
98,Andorra,738,40 ,344,354,17,"9,552",518,"1,673","21,653",Europe
99,Albania,712,27 ,403,282,4,247,9,"7,015","2,438",Europe
100,Diamond Princess,712,13 ,645,54,4,,,,,
101,Lebanon,704,24 ,143,537,44,103,4,"26,467","3,878",Asia
102,Costa Rica,693,6 ,242,445,7,136,1,"12,467","2,447",North America
103,Niger,684,27 ,325,332,,28,1,"5,013",207,Africa
104,Kyrgyzstan,665,8 ,345,312,11,102,1,"39,615","6,072",Asia
105,Burkina Faso,629,41 ,442,146,,30,2,,,Africa
106,Honduras,627,59  ,65,503,10,63,6,"3,457",349,North America
107,Senegal,614,7 ,276,331,1,37,0.4,466,28,Africa
108,Uruguay,596,14 ,370,212,9,172,4,"16,496","4,749",South America
109,Channel Islands,525,35 ,332,158,,"3,020",201,"3,320","19,095",Europe
110,San Marino,513,40 ,64,409,3,"15,119","1,179","1,929","56,851",Europe
111,Guatemala,473,13 ,45,415,5,26,0.7,"7,200",402,North America
112,Sri Lanka,460,7 ,118,335,2,21,0.3,"13,850",647,Asia
113,Georgia,456,5 ,139,312,6,114,1,"9,699","2,431",Asia
114,Malta,448,4 ,249,195,2,"1,015",9,"27,981","63,371",Europe
115,Jordan,444,7 ,332,105,5,44,0.7,"63,737","6,247",Asia
116,Taiwan,429,6 ,275,148,,18,0.3,"59,840","2,513",Asia
117,Réunion,417, ,300,117,2,466,,,,Africa
118,DRC,416,28 ,49,339,,5,0.3,,,Africa
119,Somalia,390,18 ,8,364,2,25,1,,,Africa
120,Mayotte,380,4 ,144,232,4,"1,393",15,"2,200","8,064",Africa
121,Mali,370,21 ,91,258,,18,1,"2,172",107,Africa
122,Kenya,343,14 ,98,231,2,6,0.3,"17,492",325,Africa
123,Palestine,342,2 ,92,248,,67,0.4,"27,000","5,293",Asia
124,Mauritius,331,9 ,295,27,3,260,7,"13,374","10,516",Africa
125,Venezuela,323,10 ,132,181,3,11,0.4,"423,592","14,896",South America
126,Montenegro,320,6 ,153,161,7,510,10,"5,085","8,096",Europe
127,Isle of Man,308,18 ,243,47,22,"3,622",212,"2,796","32,881",Europe
128,Jamaica,305,7 ,28,270,,103,2,"2,868",969,North America
129,Tanzania,299,10 ,48,241,7,5,0.2,,,Africa
130,El Salvador,298,8 ,83,207,4,46,1,"18,686","2,881",North America
131,Vietnam,270, ,225,45,8,3,,"206,253","2,119",Asia
132,Equatorial Guinea,258,1 ,7,250,,184,0.7,854,609,Africa
133,Paraguay,228,9 ,85,134,1,32,1,"7,322","1,027",South America
134,Sudan,213,17 ,19,177,,5,0.4,,,Africa
135,Congo,200,6 ,19,175,,36,1,,,Africa
136,Faeroe Islands,187, ,178,9,,"3,827",,"6,548","134,007",Europe
137,Rwanda,183, ,88,95,,14,,"6,959",537,Africa
138,Maldives,177, ,17,160,2,327,,"5,296","9,798",Asia
139,Gabon,176,3 ,30,143,1,79,1,572,257,Africa
140,Martinique,175,14 ,77,84,7,466,37,,,North America
141,Guadeloupe,149,12  ,82,55,11,372,30,,,North America
142,Myanmar,146,5 ,10,131,,3,0.09,"6,256",115,Asia
143,Brunei ,138,1 ,121,16,2,315,2,"12,886","29,455",Asia
144,Gibraltar,136, ,131,5,,"4,037",,"2,174","64,528",Europe
145,Madagascar,123, ,62,61,1,4,,"2,357",85,Africa
146,Ethiopia,122,3 ,29,90,,1,0.03,"12,688",110,Africa
147,Cambodia,122, ,117,5,1,7,,"5,768",345,Asia
148,Liberia,120,11 ,25,84,,24,2,,,Africa
149,Trinidad and Tobago,115,8 ,53,54,,82,6,"1,514","1,082",North America
150,French Guiana,111,1 ,87,23,,372,3,,,South America
151,Bermuda,109,5 ,39,65,10,"1,750",80,"1,173","18,835",North America
152,Aruba,100,2 ,69,29,4,937,19,"1,577","14,771",North America
153,Togo,96,6 ,62,28,,12,0.7,"5,584",675,Africa
154,Monaco,94,4 ,42,48,1,"2,395",102,,,Europe
155,Cabo Verde,90,1 ,1,88,,162,2,791,"1,423",Africa
156,Zambia,84,3 ,37,44,1,5,0.2,"2,586",141,Africa
157,Sierra Leone,82,2 ,10,70,,10,0.3,,,Africa
158,Liechtenstein,81,1 ,55,25,,"2,124",26,900,"23,605",Europe
159,Barbados,79,6 ,31,42,4,275,21,"1,502","5,227",North America
160,Bahamas,78,11 ,15,52,1,198,28,,,North America
161,Uganda,75, ,46,29,,2,,"20,329",444,Africa
162,Sint Maarten,73,12 ,22,39,8,"1,703",280,266,"6,204",North America
163,Guyana,73,7 ,12,54,5,93,9,375,477,South America
164,Haiti,72,6 ,6,60,,6,0.5,719,63,North America
165,Cayman Islands,70,1 ,8,61,3,"1,065",15,940,"14,303",North America
166,Mozambique,70, ,12,58,,2,,"1,575",50,Africa
167,Libya,61,2 ,18,41,,9,0.3,"1,461",213,Africa
168,French Polynesia,57, ,41,16,1,203,,"2,069","7,365",Australia/Oceania
169,Eswatini,56,1 ,10,45,,48,0.9,714,615,Africa
170,Benin,54,1 ,27,26,,4,0.08,,,Africa
171,Guinea-Bissau,52, ,3,49,,26,,"1,500",762,Africa
172,Nepal,49, ,12,37,,2,,"49,336","1,693",Asia
173,Chad,46, ,15,31,,3,,,,Africa
174,Macao,45, ,28,17,1,69,,,,Asia
175,Syria,42,3 ,11,28,,2,0.2,,,Asia
176,Eritrea,39, ,13,26,,11,,,,Africa
177,Saint Martin,38,3 ,24,11,3,983,78,,,North America
178,Mongolia,38, ,9,29,,12,,"7,292","2,224",Asia
179,Malawi,33,3  ,4,26,1,2,0.2,617,32,Africa
180,Zimbabwe,31,4 ,2,25,,2,0.3,"5,450",367,Africa
181,Angola,25,2 ,6,17,,0.8,0.06,,,Africa
182,Antigua and Barbuda,24,3 ,11,10,1,245,31,113,"1,154",North America
183,Timor-Leste,24, ,2,22,,18,,322,244,Asia
184,Botswana,22,1 ,,21,,9,0.4,"5,023","2,136",Africa
185,Laos,19, ,7,12,,3,,"1,661",228,Asia
186,Belize,18,2 ,5,11,1,45,5,816,"2,052",North America
187,Fiji,18, ,10,8,,20,,900,"1,004",Australia/Oceania
188,Grenada,18, ,7,11,4,160,,175,"1,555",North America
189,New Caledonia,18, ,17,1,1,63,,"3,952","13,842",Australia/Oceania
190,Curaçao,16,1 ,11,4,,98,6,304,"1,853",North America
191,CAR,16, ,10,6,,3,,,,Africa
192,Dominica,16, ,13,3,,222,,383,"5,320",North America
193,Namibia,16, ,7,9,,6,,675,266,Africa
194,Saint Kitts and Nevis,15, ,2,13,,282,,260,"4,887",North America
195,Saint Lucia,15, ,15,0,,82,,364,"1,982",North America
196,St. Vincent Grenadines,14, ,5,9,,126,,108,973,North America
197,Falkland Islands,13, ,11,2,,"3,736",,353,"101,437",South America
198,Nicaragua,12,3 ,7,2,,2,0.5,,,North America
199,Burundi,11,1 ,4,6,,0.9,0.08,284,24,Africa
200,Montserrat,11,1 ,2,8,1,"2,204",200,36,"7,212",North America
201,Turks and Caicos,11,1 ,4,6,,284,26,83,"2,144",North America
202,Greenland,11, ,11,0,,194,,"1,200","21,138",North America
203,Seychelles,11, ,6,5,,112,,,,Africa
204,Gambia,10,1 ,8,1,,4,0.4,401,166,Africa
205,Suriname,10,1 ,7,2,,17,2,404,689,South America
206,MS Zaandam,9,2 ,,7,,,,,,
207,Vatican City,9, ,2,7,,"11,236",,,,Europe
208,Papua New Guinea,8, ,,8,,0.9,,604,68,Australia/Oceania
209,Mauritania,7,1 ,6,0,,2,0.2,"1,032",222,Africa
210,Bhutan,7, ,3,4,,9,,"8,953","11,603",Asia
211,British Virgin Islands,6,1 ,3,2,,198,33,,,North America
212,St. Barth,6, ,6,0,,607,,,,North America
213,Western Sahara,6, ,5,1,,10,,,,Africa
214,Caribbean Netherlands,5, ,,5,,191,,110,"4,195",North America
215,South Sudan,5, ,,5,,0.4,,,,Africa
216,Sao Tome and Principe,4, ,,4,,18,,19,87,Africa
217,Anguilla,3, ,1,2,,200,,,,North America
218,Saint Pierre Miquelon,1, ,,1,,173,,,,North America
219,Yemen,1, ,1,0,,0.03,,120,4,Asia
220,China,"82,827","4,632 ","77,394",801,51,58,3,,,Asia
