,country,confirmed,deaths,recovered,active,critical,case_per_mn,deaths_per_mn,total_test,tests_per_mn,continent
36,UAE,"17,417",185 ,"4,295","12,937",1,"1,761",19,"1,200,000","121,330",Asia
37,Israel,"16,454",247 ,"11,376","4,831",78,"1,901",29,"451,028","52,109",Asia
38,Austria,"15,833",615 ,"13,928","1,290",79,"1,758",68,"311,690","34,608",Europe
39,Japan,"15,663",607 ,"5,906","9,150",287,124,5,"211,997","1,676",Asia
40,Poland,"15,651",785 ,"5,437","9,429",160,414,21,"460,686","12,172",Europe
41,Romania,"15,131",939 ,"6,912","7,280",245,787,49,"248,056","12,894",Europe
42,Ukraine,"14,710",376 ,"2,909","11,425",190,336,9,"167,107","3,821",Europe
43,Bangladesh,"13,770",214 ,"2,414","11,142",1,84,1,"116,919",710,Asia
44,Indonesia,"13,645",959 ,"2,607","10,079",,50,4,"150,887",552,Asia
45,S. Korea,"10,874",256 ,"9,610","1,008",55,212,5,"663,886","12,949",Asia
46,Philippines,"10,610",704 ,"1,842","8,064",31,97,6,"157,730","1,439",Asia
47,Colombia,"10,495",445 ,"2,569","7,481",130,206,9,"144,912","2,848",South America
48,Denmark,"10,319",526 ,"8,093","1,700",39,"1,782",91,"308,984","53,345",Europe
49,Serbia,"10,032",213 ,"2,732","7,087",43,"1,148",24,"134,533","15,397",Europe
50,Dominican Republic,"9,882",385 ,"2,584","6,913",134,911,35,"40,591","3,742",North America
51,South Africa,"9,420",186 ,"3,983","5,251",77,159,3,"324,079","5,464",Africa
52,Egypt,"8,964",514 ,"2,002","6,448",41,88,5,"90,000",879,Africa
53,Panama,"8,282",237 ,"4,501","3,544",85,"1,919",55,"40,356","9,353",North America
54,Norway,"8,099",219 ,32,"7,848",24,"1,494",40,"195,921","36,140",Europe
55,Czechia,"8,095",276 ,"4,447","3,372",47,756,26,"298,649","27,888",Europe
56,Kuwait,"7,623",49 ,"2,622","4,952",95,"1,785",11,"196,397","45,988",Asia
57,Australia,"6,939",97 ,"6,141",701,17,272,4,"809,616","31,750",Australia/Oceania
58,Malaysia,"6,589",108 ,"4,929","1,552",18,204,3,"245,102","7,573",Asia
59,Morocco,"5,910",186 ,"2,461","3,263",1,160,5,"63,059","1,708",Africa
60,Finland,"5,880",265 ,"4,000","1,615",45,"1,061",48,"119,100","21,495",Europe
61,Argentina,"5,776",300 ,"1,728","3,748",148,128,7,"80,729","1,786",South America
62,Algeria,"5,558",494 ,"2,546","2,518",22,127,11,"6,500",148,Africa
63,Kazakhstan,"4,975",31 ,"1,776","3,168",31,265,2,"385,104","20,510",Asia
64,Moldova,"4,867",161 ,"1,925","2,781",237,"1,207",40,"20,447","5,069",Europe
65,Bahrain,"4,774",8 ,"2,055","2,711",2,"2,806",5,"178,353","104,816",Asia
66,Ghana,"4,263",22 ,378,"3,863",5,137,0.7,"155,201","4,995",Africa
67,Nigeria,"4,151",128 ,745,"3,278",4,20,0.6,"23,835",116,Africa
68,Afghanistan,"4,033",115 ,502,"3,416",7,104,3,"15,560",400,Asia
69,Luxembourg,"3,877",101 ,"3,550",226,15,"6,194",161,"54,463","87,005",Europe
70,Oman,"3,224",17 ,"1,068","2,139",17,631,3,"50,000","9,791",Asia
71,Hungary,"3,213",405 ,904,"1,904",74,333,42,"103,258","10,689",Europe
72,Armenia,"3,175",44 ,"1,267","1,864",10,"1,071",15,"30,397","10,258",Asia
73,Thailand,"3,004",56 ,"2,787",161,61,43,0.8,"227,860","3,264",Asia
74,Greece,"2,710",151 ,"1,374","1,185",28,260,14,"97,384","9,343",Europe
75,Iraq,"2,679",107 ,"1,702",870,,67,3,"124,920","3,106",Asia
76,Bolivia,"2,437",114 ,258,"2,065",3,209,10,"7,651",655,South America
77,Azerbaijan,"2,422",31 ,"1,620",771,29,239,3,"188,950","18,636",Asia
78,Uzbekistan,"2,349",10 ,"1,846",493,8,70,0.3,"325,000","9,710",Asia
79,Cameroon,"2,274",108 ,"1,232",934,12,86,4,,,Africa
80,Croatia,"2,176",87 ,"1,726",363,13,530,21,"44,218","10,771",Europe
81,Bosnia and Herzegovina,"2,090",102 ,"1,059",929,4,637,31,"39,989","12,189",Europe
82,Guinea,"2,042",11 ,698,"1,333",,155,0.8,,,Africa
83,Bulgaria,"1,921",90 ,422,"1,409",56,276,13,"56,105","8,074",Europe
84,Honduras,"1,830",108 ,195,"1,527",10,185,11,"5,653",571,North America
85,Iceland,"1,801",10 ,"1,773",18,,"5,278",29,"53,260","156,076",Europe
86,Cuba,"1,754",74 ,"1,140",540,8,155,7,"63,560","5,612",North America
87,Estonia,"1,733",60 ,747,926,5,"1,306",45,"62,720","47,281",Europe
88,Ivory Coast,"1,667",21 ,769,877,,63,0.8,"12,312",467,Africa
89,Senegal,"1,634",17 ,643,974,6,98,1,"18,969","1,133",Africa
90,North Macedonia,"1,622",91 ,"1,112",419,21,779,44,"18,821","9,034",Europe
91,New Zealand,"1,494",21 ,"1,371",102,2,310,4,"190,326","39,468",Australia/Oceania
92,Slovakia,"1,455",26 ,919,510,5,267,5,"118,371","21,681",Europe
93,Slovenia,"1,454",101 ,255,"1,098",10,699,49,"62,203","29,921",Europe
94,Lithuania,"1,444",49 ,828,567,17,530,18,"180,332","66,243",Europe
95,Djibouti,"1,189",3 ,834,352,,"1,203",3,"15,056","15,239",Africa
96,Sudan,"1,164",64 ,119,981,,27,1,,,Africa
97,Hong Kong,"1,045",4 ,967,74,1,139,0.5,"168,291","22,448",Asia
98,Tunisia,"1,032",45 ,660,327,19,87,4,"29,297","2,479",Africa
99,Somalia,997,48 ,110,839,2,63,3,,,Africa
100,Mayotte,988,11 ,492,485,7,"3,622",40,"4,000","14,662",Africa
101,Guatemala,967,24 ,104,839,5,54,1,"7,200",402,North America
102,DRC,937,39 ,130,768,,10,0.4,,,Africa
103,Kyrgyzstan,931,12 ,658,261,13,143,2,"59,490","9,118",Asia
104,Latvia,930,18 ,464,448,2,493,10,"75,571","40,065",Europe
105,Cyprus,892,15 ,401,476,10,739,12,"74,746","61,909",Asia
106,El Salvador,889,17 ,293,579,4,137,3,"41,090","6,335",North America
107,Albania,856,31 ,627,198,7,297,11,"10,268","3,568",Europe
108,Sri Lanka,847,9 ,260,578,1,40,0.4,"33,899","1,583",Asia
109,Niger,815,45 ,617,153,,34,2,"5,515",228,Africa
110,Lebanon,809,26 ,234,549,4,119,4,"49,990","7,324",Asia
111,Maldives,790,3 ,29,758,2,"1,461",6,"11,775","21,784",Asia
112,Costa Rica,780,6 ,480,294,6,153,1,"16,517","3,242",North America
113,Andorra,754,48 ,545,161,14,"9,759",621,"1,673","21,653",Europe
114,Burkina Faso,748,48 ,569,131,,36,2,,,Africa
115,Diamond Princess,712,13 ,645,54,4,,,,,
116,Uruguay,702,18 ,513,171,8,202,5,"27,461","7,905",South America
117,Mali,692,37 ,298,357,,34,2,"2,172",107,Africa
118,Paraguay,689,10 ,155,524,9,97,1,"14,646","2,053",South America
119,Gabon,661,8 ,110,543,1,297,4,724,325,Africa
120,Kenya,649,30 ,207,412,1,12,0.6,"31,041",577,Africa
121,Guinea-Bissau,641,3 ,25,613,,326,2,"1,500",762,Africa
122,San Marino,637,41 ,126,470,3,"18,773","1,208","2,956","87,118",Europe
123,Georgia,626,10 ,297,319,6,157,3,"27,846","6,980",Asia
124,Tajikistan,612,20 ,,592,,64,2,,,Asia
125,Channel Islands,545,41 ,447,57,,"3,135",236,"5,342","30,725",Europe
126,Jordan,522,9 ,387,126,5,51,0.9,"111,285","10,907",Asia
127,Tanzania,509,21 ,183,305,7,9,0.4,,,Africa
128,Jamaica,498,9 ,78,411,,168,3,"6,889","2,326",North America
129,Malta,490,5 ,427,58,,"1,110",11,"40,493","91,708",Europe
130,Taiwan,440,6 ,361,73,,18,0.3,"66,861","2,807",Asia
131,Equatorial Guinea,439,4 ,13,422,,313,3,854,609,Africa
132,Réunion,431, ,354,77,5,481,,"17,200","19,211",Africa
133,Venezuela,402,10 ,190,202,1,14,0.4,"512,181","18,012",South America
134,Palestine,375,2 ,228,145,,74,0.4,"34,511","6,765",Asia
135,Mauritius,332,10 ,320,2,3,261,8,"69,773","54,863",Africa
136,Isle of Man,329,23 ,271,35,19,"3,869",270,"3,625","42,631",Europe
137,Montenegro,324,8 ,274,42,2,516,13,"7,816","12,445",Europe
138,Chad,322,31 ,53,238,,20,2,,,Africa
139,Sierra Leone,291,18 ,58,215,,36,2,,,Africa
140,Vietnam,288, ,241,47,8,3,,"261,004","2,681",Asia
141,Benin,284,2 ,62,220,,23,0.2,"19,474","1,606",Africa
142,Rwanda,280, ,140,140,,22,,"41,385","3,195",Africa
143,Congo,274,10 ,33,231,,50,2,,,Africa
144,Zambia,252,7 ,112,133,1,14,0.4,"10,270",559,Africa
145,Cabo Verde,236,2 ,56,178,,424,4,791,"1,423",Africa
146,Ethiopia,210,5 ,97,108,1,2,0.04,"32,689",284,Africa
147,Sao Tome and Principe,208,5 ,4,199,,949,23,175,799,Africa
148,Liberia,199,20 ,79,100,,39,4,,,Africa
149,Madagascar,193, ,101,92,1,7,,"3,968",143,Africa
150,Faeroe Islands,187, ,187,0,,"3,827",,"8,403","171,971",Europe
151,Martinique,186,14 ,83,89,3,496,37,,,North America
152,Myanmar,178,6 ,68,104,,3,0.1,"10,848",199,Asia
153,Eswatini,163,2 ,14,147,,140,2,714,615,Africa
154,Guadeloupe,154,13 ,104,37,4,385,32,,,North America
155,Togo,153,10 ,87,56,,18,1,"10,094","1,219",Africa
156,Haiti,151,12 ,17,122,,13,1,"1,160",102,North America
157,Gibraltar,146, ,142,4,,"4,334",,"3,366","99,908",Europe
158,French Guiana,144,1 ,122,21,,482,3,,,South America
159,CAR,143, ,10,133,,30,,"3,498",724,Africa
160,Brunei ,141,1 ,132,8,2,322,2,"15,482","35,389",Asia
161,Cambodia,122, ,120,2,1,7,,"13,448",804,Asia
162,South Sudan,120, ,2,118,,11,,"1,247",111,Africa
163,Bermuda,118,7 ,64,47,4,"1,895",112,"4,020","64,549",North America
164,Trinidad and Tobago,116,8 ,104,4,,83,6,"2,301","1,644",North America
165,Uganda,116, ,55,61,,3,,"56,767","1,241",Africa
166,Nepal,110, ,31,79,,4,,"72,239","2,479",Asia
167,Aruba,101,3 ,89,9,4,946,28,"1,860","17,421",North America
168,Monaco,96,4 ,82,10,1,"2,446",102,,,Europe
169,Guyana,94,10 ,35,49,3,120,13,785,998,South America
170,Bahamas,92,11 ,37,44,1,234,28,"1,500","3,814",North America
171,Mozambique,87, ,34,53,,3,,"3,356",107,Africa
172,Barbados,84,7 ,57,20,4,292,24,"2,926","10,182",North America
173,Liechtenstein,82,1 ,55,26,,"2,151",26,900,"23,605",Europe
174,Cayman Islands,81,1 ,41,39,3,"1,232",15,"3,423","52,083",North America
175,Sint Maarten,76,15 ,46,15,7,"1,773",350,329,"7,673",North America
176,Libya,64,3 ,24,37,,9,0.4,"3,093",450,Africa
177,French Polynesia,60, ,56,4,1,214,,"2,950","10,502",Australia/Oceania
178,Malawi,56,3 ,14,39,1,3,0.2,"1,188",62,Africa
179,Syria,47,3 ,29,15,,3,0.2,,,Asia
180,Macao,45, ,40,5,1,69,,,,Asia
181,Angola,43,2 ,13,28,,1,0.06,"3,000",91,Africa
182,Mongolia,42, ,14,28,,13,,"9,600","2,928",Asia
183,Saint Martin,39,3 ,30,6,1,"1,009",78,,,North America
184,Eritrea,39, ,37,2,,11,,,,Africa
185,Zimbabwe,35,4 ,9,22,,2,0.3,"16,052","1,080",Africa
186,Yemen,34,7 ,1,26,,1,0.2,120,4,Asia
187,Antigua and Barbuda,25,3 ,19,3,1,255,31,183,"1,869",North America
188,Timor-Leste,24, ,21,3,,18,,738,560,Asia
189,Botswana,23,1  ,12,10,,10,0.4,"9,540","4,057",Africa
190,Grenada,21, ,13,8,4,187,,"1,406","12,495",North America
191,Gambia,20,1 ,9,10,,8,0.4,849,351,Africa
192,Laos,19, ,13,6,,3,,"2,908",400,Asia
193,Belize,18,2 ,16,0,,45,5,"1,043","2,623",North America
194,Fiji,18, ,14,4,,20,,"1,300","1,450",Australia/Oceania
195,New Caledonia,18, ,18,0,,63,,"5,213","18,259",Australia/Oceania
196,Saint Lucia,18, ,17,1,,98,,620,"3,376",North America
197,St. Vincent Grenadines,17, ,9,8,,153,,137,"1,235",North America
198,Nicaragua,16,5 ,7,4,,2,0.8,,,North America
199,Curaçao,16,1 ,14,1,,98,6,389,"2,371",North America
200,Dominica,16, ,14,2,,222,,416,"5,779",North America
201,Namibia,16, ,10,6,,6,,"1,511",595,Africa
202,Burundi,15,1 ,7,7,,1,0.08,284,24,Africa
203,Saint Kitts and Nevis,15, ,14,1,,282,,327,"6,147",North America
204,Falkland Islands,13, ,13,0,,"3,736",,402,"115,517",South America
205,Turks and Caicos,12,1 ,8,3,,310,26,109,"2,815",North America
206,Vatican City,12, ,2,10,,"14,981",,,,Europe
207,Comoros,11,1 ,,10,,13,1,,,Africa
208,Montserrat,11,1 ,8,2,1,"2,204",200,36,"7,212",North America
209,Greenland,11, ,11,0,,194,,"1,394","24,555",North America
210,Seychelles,11, ,8,3,,112,,,,Africa
211,Suriname,10,1 ,9,0,,17,2,404,689,South America
212,MS Zaandam,9,2 ,,7,,,,,,
213,Mauritania,8,1 ,6,1,,2,0.2,"1,842",396,Africa
214,Papua New Guinea,8, ,8,0,,0.9,,"2,402",268,Australia/Oceania
215,British Virgin Islands,7,1 ,4,2,,232,33,167,"5,524",North America
216,Bhutan,7, ,5,2,,9,,"11,568","14,992",Asia
217,Caribbean Netherlands,6, ,,6,,229,,110,"4,195",North America
218,St. Barth,6, ,6,0,,607,,,,North America
219,Western Sahara,6, ,5,1,,10,,,,Africa
220,Anguilla,3, ,3,0,,200,,,,North America
