,country,confirmed,deaths,recovered,active,critical,case_per_mn,deaths_per_mn,total_test,tests_per_mn,continent
59,Argentina,"2,758",129 ,666,"1,963",126,61,3,"28,650",634,South America
60,Thailand,"2,700",47 ,"1,689",964,61,39,0.7,"100,498","1,440",Asia
61,Morocco,"2,564",135 ,281,"2,148",1,69,4,"12,952",351,Africa
62,Algeria,"2,418",364 ,846,"1,208",60,55,8,"3,359",77,Africa
63,Moldova,"2,264",56 ,276,"1,932",80,561,14,"9,848","2,441",Europe
64,Greece,"2,224",108 ,269,"1,847",71,213,10,"50,771","4,871",Europe
65,Bangladesh,"1,838",75 ,58,"1,705",1,11,0.5,"19,193",117,Asia
66,Croatia,"1,814",36 ,600,"1,178",30,442,9,"20,953","5,104",Europe
67,Hungary,"1,763",156 ,207,"1,400",63,182,16,"41,590","4,305",Europe
68,Iceland,"1,754",9 ,"1,224",521,6,"5,140",26,"39,536","115,859",Europe
69,Bahrain,"1,740",7 ,725,"1,008",3,"1,023",4,"79,564","46,759",Asia
70,Kuwait,"1,658",5 ,258,"1,395",32,388,1,,,Asia
71,Kazakhstan,"1,546",17 ,347,"1,182",22,82,0.9,"85,735","4,566",Asia
72,Iraq,"1,482",81 ,906,495,,37,2,"51,737","1,286",Asia
73,Estonia,"1,459",38 ,145,"1,276",11,"1,100",29,"37,594","28,340",Europe
74,New Zealand,"1,422",11 ,867,544,3,295,2,"79,078","16,399",Australia/Oceania
75,Uzbekistan,"1,405",4 ,156,"1,245",8,42,0.1,"136,000","4,063",Asia
76,Azerbaijan,"1,340",15 ,528,797,26,132,1,"86,607","8,542",Asia
77,Slovenia,"1,304",66 ,174,"1,064",28,627,32,"39,330","18,918",Europe
78,Bosnia and Herzegovina,"1,214",46 ,320,848,4,370,14,"15,751","4,801",Europe
79,Armenia,"1,201",19 ,402,780,30,405,6,"10,793","3,642",Asia
80,Lithuania,"1,149",33 ,210,906,14,422,12,"53,101","19,506",Europe
81,North Macedonia,"1,117",49 ,139,929,15,536,24,"10,859","5,212",Europe
82,Oman,"1,069",6 ,176,887,3,209,1,,,Asia
83,Slovakia,"1,049",9 ,175,865,5,192,2,"37,732","6,911",Europe
84,Hong Kong,"1,022",4 ,533,485,9,136,0.5,"131,786","17,579",Asia
85,Cameroon,"1,017",22 ,177,818,,38,0.8,,,Africa
86,Cuba,923,31 ,192,700,17,81,3,"23,317","2,059",North America
87,Afghanistan,906,30 ,99,777,,23,0.8,,,Asia
88,Tunisia,864,37 ,43,784,89,73,3,"14,640","1,239",Africa
89,Bulgaria,846,41 ,141,664,37,122,6,"18,502","2,663",Europe
90,Cyprus,750,12 ,77,661,8,621,10,"29,075","24,081",Asia
91,Djibouti,732,2 ,76,654,,741,2,"7,486","7,577",Africa
92,Diamond Princess,712,13 ,644,55,7,,,,,
93,Andorra,696,35 ,191,470,17,"9,008",453,"1,673","21,653",Europe
94,Ivory Coast,688,6 ,193,489,,26,0.2,,,Africa
95,Latvia,682,5 ,88,589,5,362,3,"32,837","17,409",Europe
96,Lebanon,668,21 ,94,553,30,98,3,"19,185","2,811",Asia
97,Costa Rica,649,4 ,88,557,10,127,0.8,"9,752","1,914",North America
98,Ghana,641,8 ,83,550,2,21,0.3,"50,719","1,632",Africa
99,Niger,627,18 ,110,499,,26,0.7,"4,688",194,Africa
100,Burkina Faso,557,35 ,294,228,,27,2,,,Africa
101,Albania,539,26 ,283,230,5,187,9,"5,080","1,765",Europe
102,Uruguay,508,9 ,294,205,12,146,3,"11,749","3,382",South America
103,Bolivia,493,31 ,31,431,3,42,3,"3,569",306,South America
104,Nigeria,493,17 ,159,317,2,2,0.08,"7,153",35,Africa
105,Kyrgyzstan,489,5 ,114,370,5,75,0.8,"26,147","4,008",Asia
106,Guinea,477,3 ,59,415,,36,0.2,,,Africa
107,Channel Islands,470,20 ,73,377,,"2,703",115,"3,320","19,095",Europe
108,Honduras,457,46 ,10,401,10,46,5,"2,396",242,North America
109,San Marino,435,39 ,57,339,15,"12,820","1,149",846,"24,933",Europe
110,Malta,422,3 ,91,328,4,956,7,"22,254","50,401",Europe
111,Jordan,407,7 ,265,135,5,40,0.7,"20,500","2,009",Asia
112,Palestine,402,2 ,69,331,,79,0.4,"17,329","3,397",Asia
113,Réunion,402, ,237,165,4,449,,,,Africa
114,Taiwan,395,6 ,166,223,,17,0.3,"51,603","2,167",Asia
115,Georgia,370,3 ,79,288,6,93,0.8,"5,027","1,260",Asia
116,Senegal,342,2 ,198,142,1,20,0.1,,,Africa
117,Mauritius,324,9 ,108,207,3,255,7,"9,755","7,670",Africa
118,Montenegro,303,5 ,55,243,7,482,8,"3,874","6,168",Europe
119,Isle of Man,291,4 ,169,118,11,"3,422",47,"2,375","27,930",Europe
120,DRC,287,23 ,25,239,,3,0.3,,,Africa
121,Vietnam,268, ,198,70,8,3,,"206,253","2,119",Asia
122,Kenya,246,11 ,53,182,2,5,0.2,"10,784",201,Africa
123,Mayotte,245,4 ,117,124,6,898,15,"1,700","6,231",Africa
124,Sri Lanka,244,7 ,77,160,1,11,0.3,"4,768",223,Asia
125,Venezuela,227,9 ,113,105,4,8,0.3,"299,714","10,540",South America
126,Guatemala,214,7 ,21,186,3,12,0.4,"7,200",402,North America
127,Paraguay,202,8 ,35,159,1,28,1,"4,950",694,South America
128,Faeroe Islands,184, ,171,13,,"3,766",,"5,846","119,641",Europe
129,El Salvador,177,7 ,38,132,2,27,1,"9,267","1,429",North America
130,Mali,171,13 ,34,124,,8,0.6,,,Africa
131,Jamaica,163,5 ,25,133,,55,2,"1,516",512,North America
132,Martinique,158,8 ,73,77,17,421,21,,,North America
133,Tanzania,147,5 ,11,131,4,2,0.08,,,Africa
134,Guadeloupe,145,8 ,67,70,13,362,20,,,North America
135,Congo,143,6 ,11,126,,26,1,,,Africa
136,Rwanda,143, ,65,78,,11,,"6,237",482,Africa
137,Brunei ,136,1 ,112,23,2,311,2,"11,089","25,348",Asia
138,Gibraltar,132, ,105,27,1,"3,918",,"1,760","52,239",Europe
139,Cambodia,122, ,98,24,1,7,,"5,768",345,Asia
140,Madagascar,117, ,33,84,1,4,,"2,357",85,Africa
141,Somalia,116,6 ,2,108,2,7,0.4,,,Africa
142,Trinidad and Tobago,114,8 ,20,86,,81,6,"1,298",927,North America
143,Gabon,108,1 ,7,100,,49,0.4,572,257,Africa
144,Ethiopia,96,3 ,15,78,1,0.8,0.03,"6,231",54,Africa
145,Aruba,96,2 ,43,51,1,899,19,"1,298","12,157",North America
146,French Guiana,96, ,61,35,2,321,,,,South America
147,Myanmar,94,5 ,5,84,,2,0.09,"3,883",71,Asia
148,Monaco,94,3 ,20,71,3,"2,395",76,,,Europe
149,Bermuda,83,5 ,35,43,9,"1,333",80,552,"8,863",North America
150,Togo,83,5 ,48,30,,10,0.6,"3,926",474,Africa
151,Liechtenstein,79,1 ,55,23,,"2,072",26,900,"23,605",Europe
152,Equatorial Guinea,79, ,4,75,,56,,854,609,Africa
153,Liberia,76,7 ,7,62,,15,1,,,Africa
154,Barbados,75,5 ,15,55,4,261,17,965,"3,358",North America
155,Sudan,66,10 ,6,50,,2,0.2,,,Africa
156,Guyana,63,6 ,9,48,4,80,8,283,360,South America
157,Cayman Islands,61,1 ,7,53,3,928,15,702,"10,681",North America
158,Sint Maarten,57,9 ,12,36,6,"1,329",210,163,"3,802",North America
159,Cabo Verde,56,1 ,1,54,,101,2,,,Africa
160,French Polynesia,55, ,2,53,1,196,,"1,163","4,140",Australia/Oceania
161,Uganda,55, ,20,35,,1,,"9,975",218,Africa
162,Bahamas,54,9 ,9,36,1,137,23,,,North America
163,Zambia,52,2 ,30,20,1,3,0.1,"2,191",119,Africa
164,Libya,49,1 ,11,37,,7,0.1,699,102,Africa
165,Macao,45, ,16,29,1,69,,,,Asia
166,Haiti,43,3 ,,40,,4,0.3,365,32,North America
167,Guinea-Bissau,43, ,,43,,22,,"1,500",762,Africa
168,Syria,38,2 ,5,31,,2,0.1,,,Asia
169,Saint Martin,35,2 ,13,20,5,905,52,,,North America
170,Benin,35,1 ,18,16,,3,0.08,,,Africa
171,Eritrea,35, ,,35,,10,,,,Africa
172,Mozambique,34, ,2,32,,1,,898,29,Africa
173,Mongolia,31, ,5,26,,9,,"1,450",442,Asia
174,Nepal,30, ,2,28,,1,,"15,800",542,Asia
175,Maldives,29, ,16,13,,54,,"3,497","6,469",Asia
176,Chad,27, ,5,22,,2,,,,Africa
177,Sierra Leone,26, ,,26,,3,,,,Africa
178,Zimbabwe,24,3 ,2,19,,2,0.2,"2,493",168,Africa
179,Antigua and Barbuda,23,3 ,3,17,1,235,31,73,745,North America
180,Angola,19,2 ,5,12,,0.6,0.06,,,Africa
181,Laos,19, ,2,17,,3,,"1,288",177,Asia
182,Belize,18,2 ,,16,1,45,5,651,"1,637",North America
183,New Caledonia,18, ,14,4,1,63,,"3,316","11,615",Australia/Oceania
184,Timor-Leste,18, ,1,17,,14,,,,Asia
185,Malawi,17,2 ,3,12,1,0.9,0.1,417,22,Africa
186,Eswatini,17,1 ,8,8,,15,0.9,714,615,Africa
187,Fiji,17, ,,17,,19,,,,Australia/Oceania
188,Dominica,16, ,8,8,,222,,345,"4,793",North America
189,Namibia,16, ,4,12,,6,,362,142,Africa
190,Botswana,15,1 ,,14,,6,0.4,"3,602","1,532",Africa
191,Saint Lucia,15, ,11,4,,82,,319,"1,737",North America
192,Curaçao,14,1 ,10,3,,85,6,269,"1,639",North America
193,Grenada,14, ,6,8,4,124,,92,818,North America
194,Saint Kitts and Nevis,14, ,,14,,263,,234,"4,399",North America
195,CAR,12, ,4,8,,2,,,,Africa
196,St. Vincent Grenadines,12, ,1,11,,108,,87,784,North America
197,Turks and Caicos,11,1 ,,10,,284,26,83,"2,144",North America
198,Falkland Islands,11, ,1,10,,"3,161",,137,"39,368",South America
199,Greenland,11, ,11,0,,194,,"1,019","17,950",North America
200,Montserrat,11, ,1,10,1,"2,204",,36,"7,212",North America
201,Seychelles,11, ,5,6,,112,,,,Africa
202,Suriname,10,1 ,6,3,,17,2,,,South America
203,MS Zaandam,9,2 ,,7,,,,,,
204,Gambia,9,1 ,2,6,,4,0.4,316,131,Africa
205,Nicaragua,9,1 ,4,4,,1,0.2,,,North America
206,Vatican City,8, ,2,6,,"9,988",,,,Europe
207,Mauritania,7,1 ,2,4,,2,0.2,713,153,Africa
208,Papua New Guinea,7, ,,7,,0.8,,167,19,Australia/Oceania
209,St. Barth,6, ,4,2,,607,,,,North America
210,Western Sahara,6, ,,6,,10,,,,Africa
211,Burundi,5,1 ,,4,,0.4,0.08,80,7,Africa
212,Bhutan,5, ,2,3,,6,,"7,913","10,255",Asia
213,British Virgin Islands,4, ,2,2,,132,,,,North America
214,Sao Tome and Principe,4, ,,4,,18,,19,87,Africa
215,South Sudan,4, ,,4,,0.4,,,,Africa
216,Anguilla,3, ,1,2,,200,,,,North America
217,Caribbean Netherlands,3, ,,3,,114,,10,381,North America
218,Saint Pierre Miquelon,1, ,,1,,173,,,,North America
219,Yemen,1, ,,1,,0.03,,,,Asia
220,China,"82,719","4,632 ","77,029","1,058",85,57,3,,,Asia
