,country,confirmed,deaths,recovered,active,critical,case_per_mn,deaths_per_mn,total_test,tests_per_mn,continent
9,USA,"987,322","55,415 ","118,781","813,126","15,143","2,983",167,"5,470,555","16,527",North America
10,Spain,"226,629","23,190 ","117,727","85,712","7,764","4,847",496,"1,199,548","25,656",Europe
11,Italy,"197,675","26,644 ","64,928","106,103","2,009","3,269",441,"1,757,659","29,071",Europe
12,France,"162,100","22,856 ","44,903","94,341","4,682","2,483",350,"463,662","7,103",Europe
13,Germany,"157,770","5,976 ","114,500","37,294","2,570","1,883",71,"2,072,669","24,738",Europe
14,UK,"152,840","20,732 ",N/A,"131,764","1,559","2,251",305,"669,850","9,867",Europe
15,Turkey,"110,130","2,805 ","29,140","78,185","1,776","1,306",33,"898,742","10,656",Asia
16,Iran,"90,481","5,710 ","69,657","15,114","3,079","1,077",68,"421,313","5,016",Asia
17,Russia,"87,147",794 ,"7,346","79,007","2,300",597,5,"3,019,434","20,690",Europe
18,Brazil,"63,100","4,286 ","30,152","28,662","8,318",297,20,"291,922","1,373",South America
19,Canada,"46,895","2,560 ","17,321","27,014",557,"1,243",68,"707,508","18,746",North America
20,Belgium,"46,687","7,207 ","10,878","28,602",903,"4,028",622,"197,747","17,062",Europe
21,Netherlands,"37,845","4,475 ",N/A,"33,120",934,"2,209",261,"193,950","11,319",Europe
22,Switzerland,"29,061","1,610 ","21,800","5,651",185,"3,358",186,"245,300","28,343",Europe
23,India,"27,977",884 ,"6,523","20,570",,20,0.6,"665,819",482,Asia
24,Peru,"27,517",728 ,"8,088","18,701",554,835,22,"232,747","7,059",South America
25,Portugal,"23,864",903 ,"1,329","21,632",182,"2,340",89,"330,512","32,414",Europe
26,Ecuador,"22,719",576 ,"1,366","20,777",127,"1,288",33,"56,513","3,203",South America
27,Ireland,"19,262","1,087 ","9,233","8,942",142,"3,901",220,"127,319","25,785",Europe
28,Sweden,"18,640","2,194 ","1,005","15,441",399,"1,846",217,"94,500","9,357",Europe
29,Saudi Arabia,"17,522",139 ,"2,357","15,026",115,503,4,"200,000","5,745",Asia
30,Israel,"15,466",202 ,"6,796","8,468",129,"1,787",23,"302,691","34,971",Asia
31,Austria,"15,274",549 ,"12,362","2,363",140,"1,696",61,"232,537","25,819",Europe
32,Mexico,"14,677","1,351 ","8,354","4,972",378,114,10,"67,635",525,North America
33,Singapore,"14,423",12 ,"1,060","13,351",22,"2,465",2,"121,774","20,815",Asia
34,Japan,"13,441",372  ,"1,809","11,260",296,106,3,"149,074","1,179",Asia
35,Chile,"13,331",189 ,"7,024","6,118",418,697,10,"155,975","8,159",South America
36,Pakistan,"13,328",281 ,"3,029","10,018",111,60,1,"150,756",682,Asia
37,Poland,"11,761",539 ,"2,466","8,756",160,311,14,"290,633","7,679",Europe
38,Romania,"11,036",631 ,"3,054","7,351",236,574,33,"136,518","7,096",Europe
39,S. Korea,"10,738",243 ,"8,764","1,731",55,209,5,"601,660","11,735",Asia
40,Belarus,"10,463",72 ,"1,695","8,696",92,"1,107",8,"147,525","15,612",Europe
41,UAE,"10,349",76 ,"1,978","8,295",1,"1,046",8,"1,057,326","106,904",Asia
42,Qatar,"10,287",10 ,"1,012","9,265",72,"3,571",3,"82,289","28,562",Asia
43,Indonesia,"9,096",765 ,"1,151","7,180",,33,3,"75,157",275,Asia
44,Ukraine,"9,009",220 ,864,"7,925",110,206,5,"93,519","2,138",Europe
45,Denmark,"8,698",422 ,"5,805","2,471",70,"1,502",73,"155,810","26,900",Europe
46,Serbia,"8,042",156 ,"1,182","6,704",85,920,18,"64,303","7,360",Europe
47,Philippines,"7,777",511 ,932,"6,334",31,71,5,"84,789",774,Asia
48,Norway,"7,527",202 ,32,"7,293",49,"1,388",37,"155,125","28,614",Europe
49,Czechia,"7,408",221 ,"2,600","4,587",73,692,21,"218,474","20,401",Europe
50,Australia,"6,720",83 ,"5,586","1,051",43,264,3,"517,063","20,277",Australia/Oceania
51,Dominican Republic,"6,135",278 ,910,"4,947",144,566,26,"22,498","2,074",North America
52,Bangladesh,"5,913",152 ,131,"5,630",1,36,0.9,"50,401",306,Asia
53,Malaysia,"5,820",99 ,"3,957","1,764",37,180,3,"131,491","4,063",Asia
54,Panama,"5,779",165 ,369,"5,245",85,"1,339",38,"26,642","6,175",North America
55,Colombia,"5,379",244 ,"1,133","4,002",117,106,5,"87,199","1,714",South America
56,Finland,"4,576",190 ,"2,500","1,886",62,826,34,"80,300","14,493",Europe
57,South Africa,"4,546",87 ,"1,473","2,986",36,77,1,"168,643","2,843",Africa
58,Egypt,"4,534",317 ,"1,176","3,041",,44,3,"90,000",879,Africa
59,Morocco,"4,065",161 ,593,"3,311",1,110,4,"27,399",742,Africa
60,Argentina,"3,892",192 ,"1,107","2,593",144,86,4,"49,905","1,104",South America
61,Luxembourg,"3,723",88 ,"3,104",531,22,"5,947",141,"39,003","62,307",Europe
62,Moldova,"3,408",96 ,895,"2,417",212,845,24,"11,763","2,916",Europe
63,Algeria,"3,382",425 ,"1,508","1,449",40,77,10,"6,500",148,Africa
64,Kuwait,"3,075",20 ,806,"2,249",61,720,5,,,Asia
65,Thailand,"2,931",52 ,"2,609",270,61,42,0.7,"178,083","2,551",Asia
66,Kazakhstan,"2,791",25 ,682,"2,084",35,149,1,"205,560","10,948",Asia
67,Bahrain,"2,647",8 ,"1,189","1,450",2,"1,556",5,"114,110","67,061",Asia
68,Hungary,"2,583",280 ,498,"1,805",61,267,29,"65,625","6,793",Europe
69,Greece,"2,517",134 ,577,"1,806",46,241,13,"64,608","6,199",Europe
70,Oman,"2,049",10 ,364,"1,675",3,401,2,,,Asia
71,Croatia,"2,030",55 ,"1,103",872,23,494,13,"31,622","7,703",Europe
72,Uzbekistan,"1,887",8 ,804,"1,075",8,56,0.2,"242,536","7,247",Asia
73,Iraq,"1,820",87 ,"1,263",470,,45,2,"71,471","1,777",Asia
74,Armenia,"1,808",29 ,848,931,10,610,10,"18,547","6,259",Asia
75,Iceland,"1,792",10 ,"1,608",174,3,"5,251",29,"46,352","135,833",Europe
76,Afghanistan,"1,703",57 ,220,"1,426",7,44,1,"8,694",223,Asia
77,Estonia,"1,647",50 ,233,"1,364",7,"1,242",38,"48,406","36,491",Europe
78,Azerbaijan,"1,645",21 ,"1,139",485,15,162,2,"120,479","11,883",Asia
79,Cameroon,"1,621",56 ,786,779,12,61,2,,,Africa
80,Ghana,"1,550",11 ,155,"1,384",4,50,0.4,"100,622","3,238",Africa
81,Bosnia and Herzegovina,"1,516",59 ,624,833,4,462,18,"25,830","7,873",Europe
82,New Zealand,"1,469",19 ,"1,180",270,1,305,4,"123,920","25,698",Australia/Oceania
83,Lithuania,"1,449",41 ,474,934,17,532,15,"106,775","39,223",Europe
84,Slovenia,"1,402",83 ,221,"1,098",22,674,40,"49,607","23,862",Europe
85,North Macedonia,"1,386",61 ,500,825,13,665,29,"15,120","7,257",Europe
86,Slovakia,"1,381",18 ,403,960,7,253,3,"74,099","13,572",Europe
87,Cuba,"1,369",54 ,501,814,11,121,5,"39,828","3,516",North America
88,Bulgaria,"1,348",56 ,205,"1,087",41,194,8,"27,000","3,886",Europe
89,Nigeria,"1,273",40  ,239,994,2,6,0.2,"10,918",53,Africa
90,Ivory Coast,"1,150",14 ,468,668,,44,0.5,,,Africa
91,Hong Kong,"1,038",4 ,772,262,4,138,0.5,"145,640","19,426",Asia
92,Djibouti,"1,023",2 ,411,610,,"1,035",2,"11,741","11,884",Africa
93,Guinea,996,7 ,208,781,,76,0.5,,,Africa
94,Bolivia,950,50 ,80,820,3,81,4,"5,791",496,South America
95,Tunisia,949,38 ,216,695,20,80,3,"20,818","1,761",Africa
96,Latvia,818,13 ,267,538,5,434,7,"49,235","26,103",Europe
97,Cyprus,817,14  ,148,655,15,677,12,"43,542","36,064",Asia
98,Andorra,738,40 ,344,354,17,"9,552",518,"1,673","21,653",Europe
99,Albania,726,28 ,410,288,4,252,10,"7,279","2,529",Europe
100,Diamond Princess,712,13 ,645,54,4,,,,,
101,Lebanon,707,24 ,145,538,44,104,4,"27,827","4,077",Asia
102,Niger,696,29 ,350,317,,29,1,"5,013",207,Africa
103,Kyrgyzstan,695,8 ,395,292,13,107,1,"45,627","6,994",Asia
104,Costa Rica,695,6 ,264,425,8,136,1,"12,467","2,447",North America
105,Senegal,671,9 ,283,379,1,40,0.5,466,28,Africa
106,Honduras,661,61 ,79,521,10,67,6,"3,643",368,North America
107,Burkina Faso,632,42 ,453,137,,30,2,,,Africa
108,Uruguay,606,15 ,375,216,10,174,4,"17,063","4,912",South America
109,San Marino,538,41 ,64,433,4,"15,856","1,208","2,074","61,124",Europe
110,Channel Islands,525,35 ,332,158,,"3,020",201,"5,342","30,725",Europe
111,Sri Lanka,523,7 ,126,390,2,24,0.3,"15,240",712,Asia
112,Guatemala,500,15 ,49,436,5,28,0.8,"7,200",402,North America
113,Georgia,496,6 ,149,341,6,124,2,"11,504","2,884",Asia
114,DRC,459,28 ,50,381,,5,0.3,,,Africa
115,Malta,448,4 ,282,162,2,"1,015",9,"27,981","63,371",Europe
116,Jordan,447,7 ,337,103,5,44,0.7,"63,737","6,247",Asia
117,Somalia,436,23 ,10,403,2,27,1,,,Africa
118,Taiwan,429,6 ,290,133,,18,0.3,"60,956","2,559",Asia
119,Réunion,417, ,300,117,2,466,,,,Africa
120,Mayotte,401,4 ,144,253,4,"1,470",15,"2,500","9,164",Africa
121,Mali,389,23 ,112,254,,19,1,"2,172",107,Africa
122,Kenya,355,14 ,106,235,2,7,0.3,"17,992",335,Africa
123,Jamaica,350,7 ,28,315,3,118,2,"3,262","1,102",North America
124,Palestine,342,2 ,83,257,,67,0.4,"27,000","5,293",Asia
125,Mauritius,332,9 ,299,24,3,261,7,"14,445","11,358",Africa
126,Venezuela,325,10 ,137,178,3,11,0.4,"423,592","14,896",South America
127,El Salvador,323,8 ,89,226,4,50,1,"20,109","3,100",North America
128,Montenegro,321,7 ,153,161,7,511,11,"5,085","8,096",Europe
129,Isle of Man,308,18  ,247,43,22,"3,622",212,"2,854","33,563",Europe
130,Tanzania,299,10 ,48,241,7,5,0.2,,,Africa
131,Vietnam,270, ,225,45,8,3,,"212,965","2,188",Asia
132,Equatorial Guinea,258,1 ,8,249,,184,0.7,854,609,Africa
133,Sudan,237,21 ,20,196,,5,0.5,,,Africa
134,Paraguay,228,9 ,85,134,1,32,1,"7,630","1,070",South America
135,Maldives,214, ,17,197,2,396,,"5,296","9,798",Asia
136,Congo,200,6 ,19,175,,36,1,,,Africa
137,Rwanda,191, ,92,99,,15,,"6,959",537,Africa
138,Faeroe Islands,187, ,178,9,,"3,827",,"6,588","134,826",Europe
139,Gabon,176,3 ,30,143,1,79,1,572,257,Africa
140,Martinique,175,14 ,77,84,7,466,37,,,North America
141,Guadeloupe,149,12 ,82,55,11,372,30,,,North America
142,Myanmar,146,5 ,10,131,,3,0.09,"6,678",123,Asia
143,Gibraltar,141, ,131,10,,"4,185",,"2,198","65,240",Europe
144,Brunei ,138,1 ,124,13,2,315,2,"13,149","30,056",Asia
145,Liberia,124,12 ,25,87,,25,2,,,Africa
146,Madagascar,124, ,71,53,1,4,,"2,357",85,Africa
147,Ethiopia,123,3 ,41,79,,1,0.03,"13,645",119,Africa
148,Cambodia,122, ,119,3,1,7,,"11,576",692,Asia
149,Trinidad and Tobago,116,8 ,58,50,,83,6,"1,525","1,090",North America
150,French Guiana,111,1 ,87,23,,372,3,,,South America
151,Bermuda,109,6 ,39,64,10,"1,750",96,"1,546","24,824",North America
152,Cabo Verde,106,1 ,1,104,,191,2,791,"1,423",Africa
153,Aruba,100,2 ,73,25,4,937,19,"1,622","15,192",North America
154,Togo,98,6 ,62,30,,12,0.7,"5,951",719,Africa
155,Monaco,94,4 ,42,48,1,"2,395",102,,,Europe
156,Sierra Leone,93,4 ,10,79,,12,0.5,,,Africa
157,Zambia,88,3 ,42,43,1,5,0.2,"2,586",141,Africa
158,Liechtenstein,82,1 ,55,26,,"2,151",26,900,"23,605",Europe
159,Bahamas,80,11 ,22,47,1,203,28,,,North America
160,Barbados,79,6 ,39,34,4,275,21,"1,663","5,787",North America
161,Uganda,79, ,46,33,,2,,"20,329",444,Africa
162,Mozambique,76, ,12,64,,2,,"1,644",53,Africa
163,Sint Maarten,74,13 ,33,28,7,"1,726",303,266,"6,204",North America
164,Guyana,74,8 ,12,54,5,94,10,442,562,South America
165,Haiti,74,6 ,7,61,,6,0.5,769,67,North America
166,Cayman Islands,70,1 ,8,61,3,"1,065",15,940,"14,303",North America
167,Benin,64,1 ,33,30,,5,0.08,,,Africa
168,Libya,61,2 ,18,41,,9,0.3,"1,623",236,Africa
